#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
6.8%,6799966,-451471.24752688734,87790.08103592525,299.6529109185786,349.00501787453635,32.4
7.0%,6999965,-451922.8721671114,87428.79858930653,298.41974954640966,347.5427701726496,32.4
7.2%,7199964,-452483.2920309715,87123.642040189,297.37816207832753,349.3952689284274,32.4
7.4%,7399963,-450711.8689744193,86657.73184157477,295.78787595950865,350.18032334512884,32.4
7.6%,7599962,-451223.577253337,87436.74210988637,298.44686307719354,348.5563702971712,32.4
7.8%,7799961,-451930.256351314,87411.96996587631,298.3623085925101,347.7776198959293,32.4
8.0%,7999960,-451924.7133044256,87586.85641740193,298.95924657982584,347.76470149509754,32.4
8.2%,8199959,-452051.07805260224,87567.39982206211,298.8928355985243,348.8335664004683,32.4
8.4%,8399958,-450053.1374807097,87229.78607525863,297.7404623371943,348.26996677554047,32.4
8.6%,8599957,-452298.8754323409,87216.02158991864,297.6934801718887,347.0902502944916,32.4
8.8%,8799956,-452714.273543078,87503.82299622707,298.67582952330906,346.20567261968665,32.4
9.0%,8999955,-451345.3405918167,87145.93511986535,297.4542548001877,348.67305544322085,32.4
9.2%,9199954,-451209.93990869215,87652.11908166052,299.18200690865376,348.004993813087,32.4
9.4%,9399953,-452648.4701670497,87330.51046602009,298.0842637841917,347.173529849914,32.4
9.6%,9599952,-451663.5445613465,87956.49058480651,300.2209147880193,348.3241853182575,32.4
9.8%,9799951,-450735.12771006906,86425.95993510564,294.99677147910387,347.7781938934895,32.4
10.0%,9999950,-452028.2853084714,87633.87591735873,299.1197377180699,348.76106244068654,32.4
10.2%,10199949,-451438.1910913512,86393.87502418726,294.887256408155,347.5909607186438,32.4
10.4%,10399948,-450845.1389930425,87042.68531509,297.10183338551735,348.3487875909143,32.4
10.6%,10599947,-450743.1230212073,87369.79981082174,298.21836966949195,349.8802655193059,32.4
10.8%,10799946,-451641.15844694385,87513.44579367572,298.70867491122357,347.75364557933716,32.4
11.0%,10999945,-451163.2701587677,87140.5866867298,297.4359990526248,347.49979987440634,32.4
11.2%,11199944,-450734.6637005587,87797.10856597533,299.67689790903614,348.3448800007989,32.4
11.4%,11399943,-451687.3939921935,87499.42438198393,298.66081578204796,347.95305782238995,32.4
11.6%,11599942,-452297.9813474305,86610.91363884375,295.62807190685515,347.0343753005956,32.4
11.8%,11799941,-451142.8578187013,87232.06080232217,297.7482266378772,349.58378745524845,32.4
12.0%,11999940,-451273.75719123613,87083.67921238975,297.2417574009735,348.01410438576244,32.5
12.2%,12199939,-451393.5778236687,87409.52312337398,298.353956812107,347.72695119234635,32.5
12.4%,12399938,-451617.72033845726,88277.97964670858,301.3182498410307,348.53371506744,32.5
12.6%,12599937,-452319.5168404458,88366.47399697246,301.62030662630207,347.8548022730242,32.5
12.8%,12799936,-451902.3932054001,87547.63919498725,298.8253868690701,348.7241451391998,32.5
13.0%,12999935,-450669.1602298436,86898.28582996654,296.6089562228379,349.4560268542507,32.5
13.2%,13199934,-451627.0671675876,86796.82817437593,296.2626519311234,347.1975662463627,32.5
13.4%,13399933,-451845.0033171689,86632.9750559667,295.70337389748863,347.89636682046245,32.5
13.6%,13599932,-451667.75421200134,86652.13556332176,295.76877424495234,348.4887769692566,32.5
13.8%,13799931,-451323.08829334145,87328.5654383864,298.0776248429199,350.30513871788247,32.5
14.0%,13999930,-450864.6580099687,86846.4015952691,296.43186033940304,347.9311226805424,32.5
14.2%,14199929,-450979.32181748236,87353.85443688359,298.16394350129764,348.73546025544425,32.5
14.4%,14399928,-451233.0366832935,87281.01698713057,297.9153282410674,348.48363739750755,32.5
14.6%,14599927,-451950.58047116874,87059.0219673015,297.15759509950686,348.1209587461428,32.5
14.8%,14799926,-453044.25917110685,88026.20743120741,300.4588785274028,349.00316933985994,32.5
15.0%,14999925,-453181.33788213925,87049.68694502127,297.1257319713863,348.2382893748463,32.5
15.2%,15199924,-452261.7281540963,86530.78395921137,295.35456615917286,347.50641093518215,32.5
15.4%,15399923,-450565.63596813753,87241.00744468358,297.77876411312394,347.9740498252943,32.5
15.6%,15599922,-451275.620190219,87447.97376133502,298.4851999486407,348.9657052256599,32.5
15.8%,15799921,-450243.2441463489,87992.68113086396,300.3444435778994,349.0650969257307,32.5
16.0%,15999920,-452447.4000451057,87249.43488385272,297.8075293978671,348.188957335335,32.5
16.2%,16199919,-451779.8972639991,88112.00966497441,300.75174634126296,348.20914927286026,32.5
16.4%,16399918,-451515.6024641041,87739.81654010824,299.4813436719182,348.0385300748528,32.5
16.6%,16599917,-452008.52760729427,86979.93301263169,296.8876416468085,349.9553358626994,32.5
16.8%,16799916,-451589.0570174707,87134.27989459404,297.41447214890474,348.04570506810364,32.5
17.0%,16999915,-451518.80276904395,87921.27245703747,300.10070514270893,348.67904857433075,32.5
17.2%,17199914,-450347.70824785996,88047.03496372607,300.52996891338745,348.19951232679966,32.5
17.4%,17399913,-452340.3143470357,87555.70119468472,298.85290480331344,348.1629978278097,32.5
17.6%,17599912,-452399.7862631716,87128.33315303596,297.39417420183224,349.2967723143873,32.5
17.8%,17799911,-451323.81046410697,86951.6373293458,296.7910603045544,347.4541159693881,32.5
18.0%,17999910,-452401.8731911862,87383.19488407759,298.2640909246237,347.56228813347803,32.5
18.2%,18199909,-451711.72104468103,86923.97293552791,296.69663373564697,348.61278300910834,32.5
18.4%,18399908,-451402.14271493023,87583.96134101992,298.94936484768755,348.98197048782765,32.5
18.6%,18599907,-451578.7526663509,87726.15085833357,299.4346987517274,347.935910260815,32.5
18.8%,18799906,-451481.26411614846,86537.86142621943,295.37872359889576,346.9115519625234,32.5
19.0%,18999905,-453257.5172536797,87838.78714618686,299.819158945089,348.6846762772902,32.5
19.2%,19199904,-451403.39954278106,88005.07789543585,300.3867573170611,349.0205737519644,32.5
19.4%,19399903,-451558.80464965384,86547.40811333922,295.411309200268,349.3733741579298,32.5
19.6%,19599902,-452398.7079001968,87123.40427277237,297.37735050943866,348.2588349291961,32.5
19.8%,19799901,-453257.2401775182,87078.76319263165,297.2249776052008,346.7977042042508,32.4
20.0%,19999900,-451459.6212626621,87258.8022683941,297.83950298773505,348.7474366332515,32.4
20.2%,20199899,-452013.5179979559,87691.18098320655,299.3153364644095,347.16601624078913,32.4
20.4%,20399898,-451168.35258091334,87526.54929436665,298.75340094494993,348.45342509532054,32.4
20.6%,20599897,-451741.1247131857,87552.05977389394,298.8404755820739,347.4636750453904,32.4
20.8%,20799896,-450679.3236250044,87095.3228500142,297.2815005002699,349.98789810373785,32.4
21.0%,20999895,-451646.08481564885,87729.00869689789,299.44445338043516,347.2930147929437,32.4
21.2%,21199894,-451704.26760715153,86999.66276449147,296.9549849902332,348.486656760069,32.4
21.4%,21399893,-454031.82762977853,87476.84407404941,298.5837426671564,347.45141506925034,32.4
21.6%,21599892,-451132.80234273523,86572.23805406567,295.49606096184317,347.8492033879616,32.4
21.8%,21799891,-450638.2667576978,86855.92520844116,296.4643671827252,348.09153748638744,32.4
22.0%,21999890,-452584.43316688295,87604.9782120845,299.02110150083314,348.7376239841543,32.4
22.2%,22199889,-450791.1025278615,87899.21426611501,300.0254141640298,348.8891671449992,32.4
22.4%,22399888,-451196.1018949221,86909.43184351071,296.64700078737457,348.4139754444509,32.4
22.6%,22599887,-452601.66351406695,87074.1092437118,297.2090923329168,348.8596635353652,32.4
22.8%,22799886,-451306.59131431393,87231.27924298105,297.7455589500375,348.2377469021054,32.4
23.0%,22999885,-451286.9469762547,87469.8617919081,298.5599101208846,347.7869798815654,32.4
23.2%,23199884,-452848.2790178205,87164.38021205016,297.5172132289774,348.18832960553425,32.4
23.4%,23399883,-452248.42307151575,86924.07575191115,296.6969846776687,348.5214085211876,32.4
23.6%,23599882,-453161.88161691884,87228.55960350402,297.7362760347432,348.23137699590114,32.4
23.8%,23799881,-451537.42410395434,87297.3634431948,297.9711234184388,349.9918128728625,32.4
24.0%,23999880,-452158.0947775445,86514.96458597374,295.3005700677736,348.00027926807564,32.4
24.2%,24199879,-451563.62917114655,87259.18952727504,297.84082481418267,348.8254593832103,32.4
24.4%,24399878,-452305.6440670057,87344.66388204484,298.13257348229445,348.40730332133364,32.4
24.6%,24599877,-452282.89545125,87458.20687309443,298.52012851563006,348.03174365114864,32.4
24.8%,24799876,-452348.9628451178,86949.13223005287,296.7825096768934,347.78447823761474,32.4
25.0%,24999875,-451937.1239567525,87783.6195982279,299.63085616487655,348.1140903829016,32.4
25.2%,25199874,-452087.63106024964,87229.36181804421,297.73901422474495,349.79922698851857,32.4
25.4%,25399873,-451751.7105637584,86971.71579283988,296.85959390153687,348.6342438963981,32.4
25.6%,25599872,-450512.8902427829,87214.9835129045,297.6899369151178,348.88318389834166,32.4
25.8%,25799871,-451217.5876825545,87654.30418429617,299.1894652952699,350.9662221303009,32.4
26.0%,25999870,-452303.55092418473,87535.70321733145,298.7846459287837,348.00720119278856,32.4
26.2%,26199869,-452446.779735263,87353.60548487009,298.16309375614827,347.5179668342537,32.4
26.4%,26399868,-451270.35974232433,87319.12109590461,298.04538857336655,347.8795795804107,32.4
26.6%,26599867,-452467.22744556656,87572.89232518442,298.9115830985768,347.9201677094062,32.4
26.8%,26799866,-451399.83821013896,87087.46995517903,297.2546963013361,346.97836959896125,32.4
27.0%,26999865,-452037.5317934244,86683.84611582384,295.8770115224666,348.40528990134743,32.4
27.2%,27199864,-451272.76294014463,87082.54796879727,297.23789613975305,348.7249796667702,32.4
27.4%,27399863,-452512.0376036591,87612.75255230663,299.04763757017656,347.1629365354426,32.4
27.6%,27599862,-451317.55266287876,87654.67370115628,299.1907265630744,348.12535108945923,32.4
27.8%,27799861,-453022.55810120003,87184.87782434549,297.58717750191914,346.7870574681727,32.4
28.0%,27999860,-453047.4406308783,86820.06177149084,296.34195491073615,349.5307854743019,32.4
28.2%,28199859,-451768.5243692389,87011.57368407387,296.9956404000753,348.6439382948979,32.4
28.4%,28399858,-451993.57635404635,87648.48501246326,299.1696027805269,349.23077801117614,32.4
28.6%,28599857,-450804.8628898924,87010.06613167742,296.99049468818356,347.4262012708547,32.4
28.8%,28799856,-452949.28246512637,87348.0125602074,298.1440034883646,346.84986484256075,32.4
29.0%,28999855,-451276.87547647813,87316.06664581364,298.0349628527132,349.06409166121483,32.4
29.2%,29199854,-451964.30164852133,87986.08891005698,300.3219424236583,348.679226127625,32.4
29.4%,29399853,-451374.7419056222,87748.08413032198,299.509563345993,348.7085021817637,32.4
29.6%,29599852,-451587.2792783808,87421.56438359557,298.3950571122087,350.7148988734058,32.4
29.8%,29799851,-451051.52107295673,87196.26012561913,297.6260285847448,347.57836660789025,32.4
30.0%,29999850,-450880.0012255395,86712.0212432947,295.973181372893,347.5814917484464,32.4
30.2%,30199849,-451347.6459193304,87899.59958213358,300.02672935892684,347.1262910103882,32.4
30.4%,30399848,-451548.60500188405,88103.76378341892,300.7236007651109,348.1565750080222,32.4
30.6%,30599847,-452668.14515124215,86871.71427773501,296.5182598380089,348.3675841104331,32.4
30.8%,30799846,-451322.5481138546,87628.62981312932,299.10183124862857,348.75903241182164,32.4
31.0%,30999845,-451485.5827719327,87701.1743468862,299.34944670193454,348.318143055519,32.4
31.2%,31199844,-452319.21416261094,88552.31407679024,302.2546325117053,348.0208966694424,32.4
31.4%,31399843,-452557.3046555682,87417.67425920034,298.3817789937116,348.02634397026844,32.4
31.6%,31599842,-453348.9581458741,87784.22836133942,299.6329340492602,348.17977704133887,32.4
31.8%,31799841,-451398.18617575336,87406.87031162251,298.34490199914785,348.856068977787,32.4
32.0%,31999840,-451483.2148272949,87689.31973405194,299.308983483292,348.07999855945593,32.4
32.2%,32199839,-451128.45764220646,86570.41547696677,295.4898399796249,349.647538823751,32.4
32.4%,32399838,-451704.03810552973,86750.60400146566,296.1048754738754,346.9077891894194,32.4
32.6%,32599837,-452950.5855818405,87595.65795748425,298.98928877907105,348.4363347107749,32.4
32.8%,32799836,-451056.352422378,87159.97590372578,297.50218005217187,349.4254396525862,32.4
33.0%,32999835,-451669.2305824659,87011.88225097535,296.9966936280613,348.05777309004174,32.4
33.2%,33199834,-451298.02111337474,87107.88056003838,297.3243635927607,348.22908585939854,32.4
33.4%,33399833,-452060.9515518262,87095.61640603328,297.28250249177734,346.92136566149344,32.4
33.6%,33599832,-452738.51671156567,86907.84540613787,296.64158581826695,348.50658476498813,32.4
33.8%,33799831,-451846.94794561435,87207.67197973584,297.6649805399623,347.8065339089523,32.4
34.0%,33999830,-451192.8653573124,87974.6281094926,300.2828234000733,348.3129904756909,32.4
34.2%,34199829,-452576.35942046484,87469.17228593095,298.5575566377723,349.48401138718367,32.4
34.4%,34399828,-453461.54655415844,87694.53958888084,299.3268003559455,347.41697250943974,32.4
34.6%,34599827,-452077.07878283644,87824.29634182679,299.76969764311946,348.47697408718903,32.4
34.8%,34799826,-450153.225469857,86230.04039442958,294.3280414816297,348.5329026474709,32.4
35.0%,34999825,-451307.15357549395,87217.01364559124,297.69686634452444,348.9802465865987,32.4
35.2%,35199824,-451212.15806768136,87403.35436453074,298.3329010558949,349.69527870135124,32.4
35.4%,35399823,-450756.73001479637,87568.13221767446,298.89533547635324,348.76982838149695,32.4
35.6%,35599822,-452826.2497328897,87471.45499087393,298.5653481692626,350.0795425592713,32.4
35.8%,35799821,-451249.45177295385,87479.24744085158,298.5919460524339,348.31909166373765,32.4
36.0%,35999820,-452304.4605958001,86982.59633606361,296.89673233917,348.37700441285716,32.4
36.2%,36199819,-452040.05086076586,88319.28765446006,301.4592460062116,347.94802914439225,32.4
36.4%,36399818,-451174.03649886185,87265.72427981417,297.8631298126219,347.43821945083516,32.4
36.6%,36599817,-452030.04241406685,87214.40527075913,297.68796320760976,347.45695606403507,32.4
36.8%,36799816,-452212.891629905,86961.15866413282,296.8235593710901,348.38791386935793,32.4
37.0%,36999815,-451567.8545507509,87440.18608737629,298.45861836740187,348.33446596412574,32.4
37.2%,37199814,-451855.0449381615,87356.0729219733,298.1715158318744,347.57460890773694,32.4
37.4%,37399813,-451996.51428907877,87284.88801176008,297.9285411665458,348.07218814019615,32.4
37.6%,37599812,-452029.8946349034,87197.98627885629,297.6319204444641,348.66449251243307,32.4
37.8%,37799811,-451697.24309737375,87719.94429392985,299.41351395421464,349.52243139260503,32.4
38.0%,37999810,-451071.5101625286,86817.2090656088,296.33221780135585,349.77863955470383,32.4
38.2%,38199809,-451324.14268278657,87343.49585047859,298.12858665309074,348.4866447884934,32.4
38.4%,38399808,-451407.0941372942,87511.39419634826,298.7016722167967,347.37016580756256,32.4
38.6%,38599807,-450384.2187051154,87717.53339987888,299.4052848762623,348.533973664261,32.4
38.8%,38799806,-452216.9724284983,88009.56013507483,300.4020564959593,347.70416418883514,32.4
39.0%,38999805,-451453.61729653133,86704.81460051428,295.9485830189375,347.2093297906986,32.4
39.2%,39199804,-450804.6264331704,87429.89320739766,298.4234857942121,347.9558285976661,32.4
39.4%,39399803,-452398.2150155469,87614.98656207473,299.055262890966,348.4356331438307,32.4
39.6%,39599802,-453241.5000628866,86503.13487064705,295.2601918315179,347.93632103848023,32.4
39.8%,39799801,-450420.5391855538,87516.56636006315,298.719326305899,348.1274798844671,32.4
40.0%,39999800,-451163.519102891,87632.0083874779,299.11336329901917,348.36774993108224,32.4
40.2%,40199799,-451730.64717525523,86981.32289514196,296.8923857173814,348.2289180324655,32.4
40.4%,40399798,-450947.2815594203,87949.28678230033,300.19632612874034,348.70221786289346,32.4
40.6%,40599797,-452059.61699031945,87812.15354055271,299.7282507540683,348.5500782890664,32.4
40.8%,40799796,-450843.6999385967,87637.96845352952,299.13370672643794,347.94422989717646,32.4
41.0%,40999795,-452458.1704455968,87626.62594803236,299.09499147809515,347.96860882996026,32.4
41.2%,41199794,-452322.87804677244,87745.69206037838,299.50139852015775,347.1683648409676,32.4
41.4%,41399793,-451087.7843685383,87420.91714518773,298.3928479005224,350.7140828646425,32.4
41.6%,41599792,-451848.1241748701,87600.20028184092,299.0047930444705,349.1040043926498,32.4
41.8%,41799791,-451569.60873449594,86955.73921409226,296.80506122231213,348.51180508019263,32.4
42.0%,41999790,-451940.86346053425,87566.38247520919,298.88936309978305,348.41214560220436,32.4
42.2%,42199789,-452062.74257272715,86274.62070909643,294.4802069757488,348.98596138423466,32.4
42.4%,42399788,-450113.2165719508,88044.00546591706,300.5196283620816,347.2723041410149,32.4
42.6%,42599787,-451964.9720110451,86514.49974929524,295.2989834458891,347.19287754255816,32.4
42.8%,42799786,-450407.9480015072,86926.97838054912,296.70689218783866,349.4898089507411,32.4
43.0%,42999785,-450375.2063891841,86947.2185409473,296.77597770307233,351.0876804817447,32.4
43.2%,43199784,-452182.34767170716,86757.1989280798,296.1273858638181,349.2472598811551,32.4
43.4%,43399783,-451560.51782305166,87225.30295596377,297.72516015577645,348.60537368399235,32.4
43.6%,43599782,-451788.0724193719,87083.59582656244,297.241472781053,347.098574322803,32.4
43.8%,43799781,-451744.050604939,86862.24784533848,296.4859481691944,348.24418133576575,32.4
44.0%,43999780,-451604.60192679334,86576.2424778422,295.5097292171521,348.6316517656969,32.4
44.2%,44199779,-452423.9629076151,87485.67590746708,298.6138882663076,347.19430776845684,32.4
44.4%,44399778,-452291.0172750512,86821.07804268514,296.34542373794375,348.92252625685404,32.4
44.6%,44599777,-450537.9347117408,87709.04413606995,299.3763085661611,348.81665148910037,32.4
44.8%,44799776,-451742.3932822086,86467.54506060597,295.13871352722646,349.4587243060956,32.4
45.0%,44999775,-452140.0826249649,88247.32218238513,301.2136070577288,348.45658316682477,32.4
45.2%,45199774,-450949.03152635135,87235.84072524821,297.7611286069205,349.1584399170198,32.4
45.4%,45399773,-451161.0943552912,87398.22826066363,298.3154041823606,347.48812279434213,32.4
45.6%,45599772,-450932.2887838385,88437.70438832894,301.863436531913,347.22166635581516,32.4
45.8%,45799771,-452710.4638811918,87418.81435155892,298.3856704583273,346.52772333980676,32.4
46.0%,45999770,-451923.79148589075,87891.45279902103,299.9989220343921,347.33913190086315,32.4
46.2%,46199769,-452335.44671336096,87527.63583127753,298.7571096093494,348.33965903410706,32.4
46.4%,46399768,-451090.76062410325,88166.08652198943,300.9363262781609,348.32955201046667,32.4
46.6%,46599767,-451637.83135790983,87591.89601217104,298.97644817281446,348.6943261379769,32.4
46.8%,46799766,-451823.632099601,87012.8471734077,296.9999871871086,348.4091966804989,32.4
47.0%,46999765,-451171.51591534726,87366.45436724089,298.2069507039837,347.89437953047667,32.4
47.2%,47199764,-451653.715140054,87538.10973608773,298.79286007259117,348.2576904997085,32.4
47.4%,47399763,-451799.08272621874,86872.49100715271,296.52091103992444,346.76360671546206,32.4
47.6%,47599762,-451567.25656086486,87567.66953808334,298.8937562172312,347.46259754596946,32.4
47.8%,47799761,-451402.5577188409,88563.75065667467,302.2936688631118,349.0550014752018,32.4
48.0%,47999760,-451363.5664131143,87578.76638814431,298.93163297259537,347.37452599713754,32.4
48.2%,48199759,-451463.99796049995,87081.24427405064,297.2334462529188,348.9851061593667,32.4
48.4%,48399758,-451718.96130180964,88304.03912985488,301.4071983861246,347.76501715925514,32.4
48.6%,48599757,-453199.81599388644,87079.12317317189,297.2262063227904,345.80895713353624,32.4
48.8%,48799756,-452461.3240031656,87978.90302889585,300.29741493510784,346.9413743775302,32.4
49.0%,48999755,-451804.7804694767,87922.95048564416,300.1064327391602,348.3264137268832,32.4
49.2%,49199754,-452525.40182108106,87497.62106200168,298.65466052993264,347.2431891782014,32.4
49.4%,49399753,-452038.01899515605,87457.26940755441,298.5169286748891,348.15041491354816,32.4
49.6%,49599752,-451731.57625234406,87406.7514318896,298.3444962282727,347.5499984384887,32.4
49.8%,49799751,-451983.2376651657,87782.74695279682,299.6278775738952,347.93827717884716,32.4
50.0%,49999750,-452577.2468222305,87749.56958119493,299.51463361899937,348.07494625804406,32.4
50.2%,50199749,-451367.01366702234,87593.34547567589,298.981395610536,349.181140557324,32.4
50.4%,50399748,-452610.88663719315,87221.46289954823,297.71205293375976,346.97077089509924,32.4
50.6%,50599747,-451987.3927461128,87374.56405931353,298.23463142608284,348.942287264022,32.4
50.8%,50799746,-451849.7259193361,87363.25032252731,298.1960143736624,348.69122627430846,32.4
51.0%,50999745,-452098.97603332065,86319.55089421225,294.6335666787949,348.84974701898255,32.4
51.2%,51199744,-451829.17822787305,87785.84689442365,299.63845857030384,347.1604822900629,32.4
51.4%,51399743,-451107.94124555495,88314.66485768952,301.4434670652135,347.23699360050165,32.4
51.6%,51599742,-451413.87355342694,87484.90675302385,298.6112629199684,347.326228063919,32.4
51.8%,51799741,-450994.02472976735,87813.14294067456,299.7316278625421,349.0602401391802,32.4
52.0%,51999740,-450354.5873984322,87779.83061182796,299.61792325957816,349.34828011741746,32.4
52.2%,52199739,-451921.90307994233,87228.66225276084,297.73662640631414,348.5443640057747,32.4
52.4%,52399738,-451579.50798396394,87103.2405727802,297.30852597566167,347.48204370827955,32.4
52.6%,52599737,-452348.7388056391,88250.98121906078,301.226096407073,348.4120910020721,32.4
52.8%,52799736,-452320.45268562203,87884.963540125,299.97677231890077,348.7147179753324,32.4
53.0%,52999735,-452022.51300033974,87641.82893187716,299.14688365440924,347.3829265477137,32.4
53.2%,53199734,-452087.29291279474,87166.59913561109,297.5247870561831,346.8678272961957,32.4
53.4%,53399733,-452015.85589771206,86825.79189647414,296.361513482854,348.55183468485455,32.4
53.6%,53599732,-452565.6807379015,87216.3458065206,297.69458681682397,347.41552781443676,32.4
53.8%,53799731,-452012.35409322474,86844.33683309058,296.4248127095359,348.6907233191552,32.4
54.0%,53999730,-452446.94282980915,87368.21215499617,298.21295054145315,348.6964699438005,32.4
54.2%,54199729,-450955.5277204653,87024.7614196922,297.0406539519461,349.7559092151847,32.4
54.4%,54399728,-452329.47907943605,86750.50183976977,296.1045267664907,347.2703382292384,32.4
54.6%,54599727,-452614.5390890008,87339.52876850474,298.1150458561432,347.81187194907284,32.4
54.8%,54799726,-451693.4904210195,87926.70953454648,300.11926345912957,347.20962447650066,32.4
55.0%,54999725,-451843.3720782194,87563.979380514,298.88116064328534,349.1043374295285,32.4
55.2%,55199724,-452400.15611073887,87321.17268956138,298.05239125526435,347.0069458506457,32.4
55.4%,55399723,-452321.6654384476,87221.90022735787,297.7135456599269,348.6215910078318,32.4
55.6%,55599722,-450638.39039592165,87176.885144784,297.55989617732786,349.3398502991041,32.4
55.8%,55799721,-452501.55873015104,88058.52447978733,300.5691859512598,348.10464987081696,32.4
56.0%,55999720,-452217.64696825994,87634.96045901999,299.12343957210595,347.75545480992696,32.4
56.2%,56199719,-451271.2365547782,88060.56527648773,300.576151780026,347.80044675279316,32.4
56.4%,56399718,-451458.08553969814,87308.9726548341,298.0107490119015,347.8045482907129,32.4
56.6%,56599717,-452383.2024393496,87370.47238931409,298.22066537420795,348.55634084317217,32.4
56.8%,56799716,-452443.58605033904,86887.43526437803,296.5719201075348,347.7256547435821,32.4
57.0%,56999715,-451429.72235554503,87978.74998366155,300.2968925475053,348.1182918984526,32.4
57.2%,57199714,-451383.45534638036,87232.15852923255,297.74856020805754,347.7856603701917,32.4
57.4%,57399713,-450238.84254935384,86982.89170148488,296.89774050668996,348.4352322084592,32.4
57.6%,57599712,-451662.7565095131,87037.13280887011,297.0828810775567,348.68637881503173,32.4
57.8%,57799711,-452409.4691486275,87918.84835813777,300.09243099279263,347.7243785361264,32.4
58.0%,57999710,-452722.82626637677,87203.99841610907,297.6524416059368,347.5696762412465,32.4
58.2%,58199709,-452469.4709929433,86238.13115437544,294.3556575829103,347.901465884416,32.4
58.4%,58399708,-451417.97364604473,86817.33376674005,296.33264344234556,349.9240473793707,32.4
58.6%,58599707,-450632.9091948252,87349.78569040867,298.15005569403496,349.67517762504775,32.4
58.8%,58799706,-451296.57982104365,88129.86194641728,300.8126813357153,350.4665051423554,32.4
59.0%,58999705,-450496.88538766326,86891.00056674099,296.5840895145881,348.46801535303007,32.4
59.2%,59199704,-452224.2811232945,87412.42253124411,298.3638533288658,347.06580620871216,32.4
59.4%,59399703,-451006.05006295536,87866.99739708712,299.91544868192784,348.3233153326163,32.4
59.6%,59599702,-452583.5872335611,87168.11326822371,297.5299552282537,348.63397937484524,32.4
59.8%,59799701,-451146.5906198104,87100.00099272188,297.2974683529419,347.4493712052011,32.4
60.0%,59999700,-452576.58228544006,86935.99956629344,296.73768410118834,348.8328950898594,32.4
60.2%,60199699,-451819.76715125237,86879.71576096839,296.5455712120759,347.32330397991075,32.4
60.4%,60399698,-452714.6729472829,86856.2317538429,296.4654135107486,347.8696105538004,32.4
