#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
14.6%,14599927,-451484.0697094626,87094.74091796119,297.27951419804094,349.5898575651562,32.8
14.8%,14799926,-451672.6461934522,87321.41774764057,298.05322770929087,348.5454543700085,32.8
15.0%,14999925,-449956.152611563,87094.17358030523,297.2775777107057,348.9605595040523,32.8
15.2%,15199924,-450977.95857513417,87637.1036625409,299.130754944938,348.6543619582979,32.8
15.4%,15399923,-451533.45639930246,87111.42442476639,297.3364598269721,349.1107990893485,32.8
15.6%,15599922,-450871.35985026555,87080.60513254313,297.2312646782927,348.90783731081393,32.8
15.8%,15799921,-452739.116134719,87357.75908125495,298.1772711806684,348.29310328853563,32.8
16.0%,15999920,-451266.63944729837,86660.32797953155,295.7967373284323,348.6653144513761,32.8
16.2%,16199919,-452552.7835874972,88317.33572428924,301.45258350458613,346.9084978438154,32.8
16.4%,16399918,-451222.5975915403,86922.61424623482,296.6919961365366,348.5531498899065,32.8
16.6%,16599917,-452110.8438599333,87541.04436561328,298.8028768110361,348.3361566467971,32.8
16.8%,16799916,-452330.8362936368,87105.51566863683,297.3162915351419,347.3713993706838,32.8
17.0%,16999915,-451485.61130726896,86771.36514421186,296.17573925238526,348.9472765242949,32.8
17.2%,17199914,-451350.00567043293,88168.25690077589,300.94373440802576,348.09328842010405,32.8
17.4%,17399913,-451905.84128023824,87579.95232310222,298.93568091124746,347.3706151325141,32.8
17.6%,17599912,-452066.40962888766,87265.09210881998,297.8609720303716,346.223468713577,32.8
17.8%,17799911,-452404.3605659022,87248.58144632544,297.80461636901094,348.155696000046,32.8
18.0%,17999910,-451203.8991934457,87951.97217908595,300.2054921638355,348.32740619212433,32.8
18.2%,18199909,-451517.8780754297,87570.3880339308,298.9030352289874,348.4691726198834,32.8
18.4%,18399908,-452184.5542824147,87861.58155525521,299.89696284900845,346.5527033731396,32.8
18.6%,18599907,-451091.7417508601,87637.10910363344,299.13077351695887,347.5239457643628,32.8
18.8%,18799906,-449996.7969954,87476.74701472925,298.5834113756543,349.83257088001596,32.8
19.0%,18999905,-452516.48709823145,87003.42563881486,296.96782876747,347.820069449705,32.8
19.2%,19199904,-451285.75479217665,87173.78089202498,297.5493004657794,348.01448308230545,32.8
19.4%,19399903,-451979.25597641245,87381.21037662402,298.25731722732,346.67770647148933,32.8
19.6%,19599902,-451123.4131902596,87025.9425225734,297.0446853973244,348.5031847425874,32.8
19.8%,19799901,-450307.0667968821,87609.74734923139,299.0373799438164,348.4986564901847,32.8
20.0%,19999900,-452302.0486550038,87897.30029477173,300.0188812268499,348.64009089429703,32.8
20.2%,20199899,-452500.4187060222,86318.17782907595,294.62888001077823,347.85056542331193,32.8
20.4%,20399898,-452289.08532602433,87181.42670046189,297.5753978190044,349.8264570274189,32.8
20.6%,20599897,-452238.4615842989,86874.16416920593,296.5266220254227,350.8460336312967,32.8
20.8%,20799896,-451586.0859523965,87955.01409231499,300.2158750925569,346.9394997889363,32.8
21.0%,20999895,-451997.99860779475,86987.7740358084,296.91440532434194,347.5228664342235,32.8
21.2%,21199894,-451482.5487330416,87855.79139541864,299.8771993605911,348.3235256354334,32.8
21.4%,21399893,-451056.95210162783,87468.39777867025,298.5549130207205,348.4574572568431,32.8
21.6%,21599892,-451217.6879481054,87610.12610445451,299.038672744823,347.78840313859115,32.8
21.8%,21799891,-450189.63795385323,86522.19051300717,295.3252342444562,350.87790308244934,32.8
22.0%,21999890,-452866.3110114727,87090.31616727868,297.2644112455609,346.4538476742269,32.8
22.2%,22199889,-451472.992732693,87020.50176987168,297.02611453640907,348.6291479295644,32.8
22.4%,22399888,-452713.99937740294,87206.67188831023,297.66156693897995,349.7404993018365,32.7
22.6%,22599887,-450470.17926228186,87315.86142660017,298.0342623802456,348.1843407736715,32.7
22.8%,22799886,-451239.489813949,88211.5705488284,301.09157640302436,347.66203713259176,32.7
23.0%,22999885,-451083.5162679809,87425.1311034994,298.4072313577385,349.3595948169298,32.7
23.2%,23199884,-452792.9177773725,87499.81303289102,298.66214235988303,346.9854987709068,32.7
23.4%,23399883,-451246.1540491511,87782.03379771113,299.6254433695427,348.06985747228305,32.7
23.6%,23599882,-451958.8385979603,87221.43592476193,297.7119608610205,348.71298850785104,32.7
23.8%,23799881,-450059.89492848143,87729.12256823672,299.4448420562144,349.4982580333308,32.7
24.0%,23999880,-452700.6590218148,87021.37917133604,297.0291093611061,346.63415837587513,32.7
24.2%,24199879,-451301.2857552413,87555.36407607494,298.85175412009784,348.48378428792904,32.7
24.4%,24399878,-451243.6284553772,87808.81074880343,299.71684084002743,348.70667175762094,32.7
24.6%,24599877,-451598.94502050756,86922.68300642201,296.69223083492176,348.93399177346924,32.7
24.8%,24799876,-452432.4588194154,86936.68914287933,296.7400378253087,347.33247549626714,32.7
25.0%,24999875,-451464.2226460837,86891.0164165789,296.58414361466424,349.128075214949,32.7
25.2%,25199874,-452584.47415665956,87525.70955182752,298.75053466104515,347.07474979276213,32.7
25.4%,25399873,-451668.5724935499,87095.84265600587,297.283274748302,347.4128920137168,32.7
25.6%,25599872,-450015.36281963903,87774.44851551917,299.59955260987897,349.0264042455897,32.7
25.8%,25799871,-451225.7384904879,87432.31691143557,298.43175859635096,348.27375928972737,32.7
26.0%,25999870,-451865.57480819477,87752.62235287903,299.52505361076516,349.3502827892675,32.7
26.2%,26199869,-452578.7629326843,87606.59196787479,299.0266097155924,348.9628892290282,32.7
26.4%,26399868,-452428.14152623294,87098.67740751687,297.2929505742265,347.95344694290867,32.7
26.6%,26599867,-451669.15555917425,86922.49420395936,296.69158639756785,350.33436712754286,32.7
26.8%,26799866,-451681.3673083815,87064.38322854048,297.1758946330931,348.9661626209718,32.7
27.0%,26999865,-450560.90863077994,87476.33704412496,298.582012027533,348.70188960080645,32.7
27.2%,27199864,-453047.04546060786,87595.92402419588,298.9901969416299,345.9680884401054,32.7
27.4%,27399863,-451479.2564999191,86919.09386806336,296.6799800687284,348.3104379741681,32.7
27.6%,27599862,-451343.4897805718,87262.50478220673,297.8521407371092,349.82175908161906,32.7
27.8%,27799861,-452611.0553124654,87489.5870820214,298.62723823507946,347.2976527097572,32.7
28.0%,27999860,-452444.4958932325,87032.58979911951,297.0673744727098,347.2284060536191,32.7
28.2%,28199859,-451553.6217369493,87010.2967682397,296.99128191740624,348.5097467554084,32.7
28.4%,28399858,-453362.5724824085,87898.24697243352,300.022112511224,347.7080950105629,32.7
28.6%,28599857,-451222.88497888576,87155.76705736335,297.48781404351547,348.34942245375447,32.7
28.8%,28799856,-452715.9088770128,87255.2385409146,297.827338956214,347.41896677138965,32.7
29.0%,28999855,-451167.45574169373,88217.41372257267,301.11152084322543,348.6548108701474,32.7
29.2%,29199854,-451690.97847397625,88263.16751710896,301.2676917631812,348.27534278282894,32.7
29.4%,29399853,-451741.70079126675,86891.15843409422,296.5846283614758,348.0624769318489,32.7
29.6%,29599852,-452444.07941301866,87069.21549668442,297.1923885604091,347.1956423520986,32.7
29.8%,29799851,-450835.11163668055,86470.67613160482,295.14940077717574,348.5113456540716,32.7
30.0%,29999850,-452182.1412256812,87337.31438612152,298.1074875292891,348.01267828711485,32.7
30.2%,30199849,-451053.3870889647,88071.17234815133,300.61235678021296,349.49950609790113,32.7
30.4%,30399848,-450784.56266909186,87100.36868886335,297.2987234061077,348.40040522354934,32.7
30.6%,30599847,-453088.1502376017,87442.52932342835,298.4666165090562,348.3272410732868,32.7
30.8%,30799846,-450972.66253914265,86703.51896066731,295.944160625803,348.0685168865255,32.7
31.0%,30999845,-451606.1597596728,86122.52960895677,293.9610761087547,347.0652353243414,32.7
31.2%,31199844,-452634.2866867925,87797.37245935178,299.6777986533741,349.19734723069604,32.7
31.4%,31399843,-451719.564140521,87302.86572918016,297.9899043102294,348.8357728173591,32.7
31.6%,31599842,-451737.58854619646,87690.30615066085,299.3123504081741,349.7063594349812,32.7
31.8%,31799841,-452442.07249756996,86927.60544973443,296.70903255614115,349.4103105340606,32.7
32.0%,31999840,-451218.2411956289,87769.91798923694,299.5840886147164,347.8588466984965,32.7
32.2%,32199839,-450997.91753739165,87741.41136125661,299.48678725727393,349.23615350705074,32.7
32.4%,32399838,-451387.75803645886,87117.05517044943,297.35567918882543,347.95478660808254,32.7
32.6%,32599837,-452113.9608472218,87458.71586047066,298.52186583660193,348.3967384228613,32.7
32.8%,32799836,-450999.6293010786,86865.02258508571,296.4954191576305,348.4096394367873,32.7
33.0%,32999835,-452350.391741219,87055.74144815412,297.146397739848,347.5396887532481,32.7
33.2%,33199834,-453706.67261734745,87481.2725201007,298.59885823299777,347.3971425539099,32.7
33.4%,33399833,-451044.5592319374,87355.03127252677,298.16796038135965,348.46028523638904,32.7
33.6%,33599832,-452434.61942745605,86271.33590017605,294.46899497385533,347.6810029765497,32.7
33.8%,33799831,-452152.8293231479,87124.11113883101,297.3797632475248,347.0582393420637,32.7
34.0%,33999830,-451739.9925289047,87666.70317540946,299.2317866342607,346.758152539657,32.7
34.2%,34199829,-450854.6693000104,87781.5321542633,299.6237311155203,348.0674493401196,32.7
34.4%,34399828,-450965.4703984377,86248.70785310236,294.391758911489,348.05938106930796,32.7
34.6%,34599827,-451969.00644394243,87152.24040721644,297.475776567643,346.8931496853779,32.7
34.8%,34799826,-452014.41772574466,87846.70346367697,299.8461796238681,347.7324824160488,32.7
35.0%,34999825,-452339.91889904113,87887.08580225671,299.98401621272114,348.1267353681255,32.7
35.2%,35199824,-452099.287153888,87505.98939287511,298.68322406098497,347.7727643240547,32.7
35.4%,35399823,-451977.403326096,87635.6374432879,299.1257503150069,348.3267526715211,32.7
35.6%,35599822,-452362.53291560244,87459.58089526871,298.5248184502938,348.5831860122197,32.7
35.8%,35799821,-451336.8163690814,87016.49322767515,297.0124322237428,348.4591557375159,32.7
36.0%,35999820,-451730.9633819009,87953.68313868437,300.211332163276,348.65360040825226,32.7
36.2%,36199819,-451368.6801277683,87606.85600580927,299.02751095334867,346.29839820559107,32.7
36.4%,36399818,-451578.9167464683,87527.62233796134,298.7570635527628,348.4828360094062,32.7
36.6%,36599817,-450259.7105961959,87891.08514882223,299.99766713804195,347.9622727531419,32.7
36.8%,36799816,-452769.6522470424,86496.28016186424,295.2367947299771,347.91231087152545,32.7
37.0%,36999815,-451264.5689606401,86720.95353349339,296.0036698600618,347.45277909319515,32.7
37.2%,37199814,-451837.594585503,86731.3697773522,296.0392235098169,349.50627287737353,32.7
37.4%,37399813,-450705.07681830414,87316.48121867387,298.0363779096637,348.1215357129155,32.7
37.6%,37599812,-451747.9872085885,87003.14504991821,296.9668710364979,347.7018352925987,32.7
37.8%,37799811,-453314.10981364176,87220.66577172192,297.70933210618205,347.80072125738246,32.7
38.0%,37999810,-451553.4959367695,87407.97691951622,298.3486791716107,348.2133097858365,32.7
38.2%,38199809,-451380.204890369,87595.55531870294,298.988938443256,348.63514264861567,32.7
38.4%,38399808,-451765.53421775624,87398.06497397501,298.31484683771555,347.7535240872551,32.7
38.6%,38599807,-452699.61779334024,86970.40093176841,296.85510590080975,348.6489407403911,32.7
38.8%,38799806,-452792.07265989156,86811.9041723759,296.31411066806027,347.6686779020086,32.7
39.0%,38999805,-451767.2706925124,86798.68783186356,296.26899947942167,347.6177952047305,32.7
39.2%,39199804,-452824.8908310742,87248.21741927479,297.8033738395123,347.0093438515639,32.7
39.4%,39399803,-452410.163505313,88006.15490735328,300.390433469906,347.3002948588153,32.7
39.6%,39599802,-453347.27676934004,87162.79908732319,297.51181639346515,346.9487845918098,32.7
39.8%,39799801,-450769.6873999983,87345.31759228557,298.13480478421627,349.4517024330578,32.7
40.0%,39999800,-451637.60732078133,87651.44905564818,299.17971991628946,346.4466032116299,32.7
40.2%,40199799,-450682.076761608,88303.05241415277,301.4038304403511,349.5489179084728,32.7
40.4%,40399798,-451846.1711380528,87225.08979264402,297.72443256777893,347.3187465645877,32.7
40.6%,40599797,-450598.24111508764,87428.23210260145,298.4178159636157,348.53042566672184,32.7
40.8%,40799796,-452707.02999395505,86744.31861467217,296.0834216327729,348.24743915288553,32.7
41.0%,40999795,-450890.90003669215,87152.89968040097,297.47802685749923,349.1991987575292,32.7
41.2%,41199794,-451877.53069084696,86863.5552583895,296.49041074767575,348.24732899958906,32.7
41.4%,41399793,-451747.02889458835,87981.39407455944,300.3059175936716,348.86118938279964,32.7
41.6%,41599792,-451944.63361456804,86752.27413553259,296.11057612398156,348.5276551596031,32.7
41.8%,41799791,-451953.60122154886,87952.31728447229,300.20667010822706,347.9400827980081,32.7
42.0%,41999790,-452207.8946025497,86841.14078533274,296.4139036751351,348.62489151797837,32.7
42.2%,42199789,-450265.3064442128,86798.4097435124,296.26805028353374,347.9274253432538,32.7
42.4%,42399788,-451572.1471337876,87024.39687180595,297.03940964468507,347.8342552573066,32.7
42.6%,42599787,-452139.66124401987,86874.18281830748,296.5266856801944,348.54307136512716,32.7
42.8%,42799786,-450863.7917563957,86811.7608076894,296.31362132296425,348.0086482945455,32.7
43.0%,42999785,-451447.4329734477,87575.89679785981,298.9218382318712,349.03511247882074,32.7
43.2%,43199784,-453989.1454185103,86670.31945345912,295.83084111568746,346.05001509413404,32.7
43.4%,43399783,-452208.73447565734,86778.11784261325,296.1987881630214,348.2546340903718,32.7
43.6%,43599782,-451120.72762292577,87618.85792525439,299.0684769720139,346.78007923956875,32.7
43.8%,43799781,-450985.4003228918,87083.03872239497,297.2395712235707,348.1099260951297,32.7
44.0%,43999780,-450931.0545828743,87599.48175055644,299.00234048959817,348.0855641548702,32.7
44.2%,44199779,-451976.3517296938,87247.45262590633,297.8007633787813,346.8978100318802,32.7
44.4%,44399778,-451889.7160898545,86965.72970065265,296.83916163939784,347.6657744934902,32.7
44.6%,44599777,-451256.1874490967,86971.22392770782,296.85791502373127,347.4341367500801,32.7
44.8%,44799776,-451798.4568211995,87457.72630654677,298.5184882031574,347.0382250885027,32.7
45.0%,44999775,-451952.7031523809,87371.38274743786,298.2237726895054,348.25958543712983,32.7
45.2%,45199774,-451949.44736132026,87489.6364336806,298.627406686551,346.7652311053448,32.7
45.4%,45399773,-451991.27132548625,87718.84953499737,299.40977722567993,347.5389670909658,32.7
45.6%,45599772,-452486.10747074755,87552.76846315409,298.8428945432736,348.018006606089,32.7
45.8%,45799771,-451798.17253731703,87945.52608346927,300.18348977708746,347.4954909354639,32.7
46.0%,45999770,-451646.62967130495,87361.9772544074,298.19166902435387,347.93559391745157,32.7
46.2%,46199769,-451379.23921797145,87048.6121964198,297.1220635438927,347.9380321724627,32.7
46.4%,46399768,-452784.24423801294,87416.84296542394,298.37894154787506,347.0323519498258,32.7
46.6%,46599767,-450736.55821611406,87499.70724138553,298.66178126290947,348.97554180680055,32.7
46.8%,46799766,-452633.161017925,87243.64768834959,297.78777602757623,348.18722352242685,32.7
47.0%,46999765,-450542.0373125407,88020.7375574531,300.4402082679214,349.47559179709106,32.7
47.2%,47199764,-450790.3508271924,87982.99452393001,300.31138038977576,347.29049782132245,32.7
47.4%,47399763,-452010.7550498294,87159.98713561276,297.50221838984726,348.17236626879105,32.7
47.6%,47599762,-452009.31488685124,87684.96414006187,299.2941165825841,347.6305219650671,32.7
47.8%,47799761,-450818.06807147386,87680.29249140818,299.27817089599455,348.2019105182002,32.7
48.0%,47999760,-452891.1152743143,86453.16480873822,295.0896295728541,347.0918452638664,32.7
48.2%,48199759,-452937.78508311976,86591.75633923669,295.56268250836206,346.9082632547718,32.7
48.4%,48399758,-451967.9012730289,86855.18887831154,296.461853875252,347.4988375797508,32.7
48.6%,48599757,-450187.96382509125,86855.58260439284,296.46319777612297,348.8318579332812,32.7
48.8%,48799756,-451410.4059259612,87546.84302700346,298.8226693177122,348.30657575031785,32.7
49.0%,48999755,-452527.9621312837,86950.41452084482,296.7868865058462,347.52860817279503,32.7
49.2%,49199754,-451260.72464448726,87454.28983885469,298.5067585460588,347.881172318632,32.7
49.4%,49399753,-451425.7218588437,87583.18884319044,298.94672808940516,349.0884887470223,32.7
49.6%,49599752,-451497.7623879276,87045.54782282305,297.111603951447,347.1472630583654,32.7
49.8%,49799751,-451061.6816412979,87474.10642878921,298.5743982929219,348.24322722722485,32.7
50.0%,49999750,-451618.8040057756,86803.64514593885,296.28592022462965,349.73179055883213,32.7
50.2%,50199749,-451302.5689586131,87133.94536847412,297.413330314606,349.3710977976385,32.7
50.4%,50399748,-452945.00534511777,87006.96858979319,296.97992188278977,347.5021313468564,32.7
50.6%,50599747,-450506.07165802456,87364.51120459102,298.2003181284404,348.5770505375142,32.7
50.8%,50799746,-451267.96555566555,87792.26152514858,299.6603535582856,349.66619605859705,32.7
51.0%,50999745,-450726.07140149176,86804.27014490959,296.28805352669167,349.25143617469035,32.7
51.2%,51199744,-452293.9212568435,87125.00936056586,297.3828291378204,347.6925313807136,32.7
51.4%,51399743,-452422.6891651759,87282.78395970119,297.9213594289654,347.94592982784263,32.7
51.6%,51599742,-451585.6783371223,86255.29280551232,294.4142352565911,347.6717220129182,32.7
51.8%,51799741,-451700.21844369546,87179.24630364985,297.56795549472395,348.2966908924842,32.7
52.0%,51999740,-451562.8508164766,87158.08242384793,297.49571705828384,349.16729197924224,32.7
52.2%,52199739,-452269.43211213127,87086.23431170592,297.25047869315983,347.71051699031676,32.7
52.4%,52399738,-451525.9484344586,87233.58498390985,297.7534291100031,348.4580376033427,32.7
52.6%,52599737,-452223.5030826521,88095.50520007877,300.69541183409797,347.85697199298266,32.7
52.8%,52799736,-452115.9449353437,87396.1612743215,298.30834896078045,348.22136986455445,32.7
53.0%,52999735,-451847.1097051222,87947.59957676369,300.19056720877575,349.14601839962546,32.7
53.2%,53199734,-451564.0801910609,87520.49394689652,298.7327322945212,347.13661378172196,32.7
53.4%,53399733,-451593.3927630931,87498.06966024864,298.65619172535867,347.48050477713815,32.7
53.6%,53599732,-450502.55107229436,87202.28584890722,297.6465961192813,349.6724880122395,32.7
53.8%,53799731,-451828.5486556967,86723.02218063921,296.01073075044474,348.3433055816935,32.7
54.0%,53999730,-452629.5134593891,87561.27566114895,298.8719320679328,346.8136492928775,32.7
54.2%,54199729,-451342.5552019086,86699.17612800385,295.9293372831898,348.5598620484779,32.7
54.4%,54399728,-450441.9440928884,87170.9957986516,297.5397941374259,348.83498738264655,32.7
54.6%,54599727,-453428.8171136826,87103.85216070205,297.31061350193914,347.6498603233309,32.7
54.8%,54799726,-451998.10615822487,87706.8199114674,299.36871664496886,347.17180325138787,32.7
55.0%,54999725,-451429.69455229817,86558.88455770636,295.45048162067167,345.9838309854931,32.7
55.2%,55199724,-452749.5888605099,87389.24382755146,298.28473771636305,346.97826754684945,32.7
55.4%,55399723,-451923.182184373,87856.6636921346,299.880176761307,348.3419567707331,32.7
55.6%,55599722,-451157.3581297612,86861.83540672818,296.48454039705547,348.8089734898884,32.7
55.8%,55799721,-451465.33450312447,87481.34955221353,298.599121165855,348.5948126305067,32.7
56.0%,55999720,-451063.91532584606,86612.49124337337,295.63345672691685,349.2961262786395,32.7
56.2%,56199719,-451659.0158576397,87801.94016715349,299.69338955980515,347.93382893860405,32.7
56.4%,56399718,-451363.80164309917,87362.16158586979,298.19229820089214,349.63256162812263,32.7
56.6%,56599717,-452667.05849311687,87091.33271708502,297.2678810237519,349.0350299660057,32.7
56.8%,56799716,-451926.4373425646,86897.89298157598,296.60761531777894,348.69733951800754,32.7
57.0%,56999715,-451917.5591767975,87516.17488311988,298.717990081986,347.5330085947081,32.7
57.2%,57199714,-450954.354718043,87209.98043660057,297.6728599702019,349.66393923901035,32.7
57.4%,57399713,-452351.6953456816,88092.10510129004,300.68380631457427,346.3741859081122,32.7
57.6%,57599712,-451375.9563683127,87097.09758223037,297.28755817408,347.23461710950556,32.7
57.8%,57799711,-451903.53744480247,86875.6271281554,296.5316155269959,347.33976732363095,32.7
58.0%,57999710,-451864.37241087714,87358.37086279137,298.1793593678084,348.6680137777337,32.7
58.2%,58199709,-453147.94120304007,87139.41973721853,297.43201591678735,346.92298900231185,32.7
58.4%,58399708,-451993.5518824202,87060.7513669713,297.16349804023866,347.5735155134918,32.7
58.6%,58599707,-450762.3124247934,86715.97081623256,295.986662406442,347.39481346588093,32.7
58.8%,58799706,-452575.1199638732,86699.63804570131,295.9309139417487,347.2481957173425,32.7
59.0%,58999705,-452576.19041917194,87495.33049009129,298.6468421462096,348.7761059145188,32.7
59.2%,59199704,-451518.84761006245,87488.44354715466,298.62333502018873,349.3864261108549,32.7
59.4%,59399703,-450829.5791345318,87531.79072880893,298.7712914750587,349.1508755352533,32.7
59.6%,59599702,-452570.8271876238,87569.71008328581,298.90072118756234,347.49082457931115,32.7
59.8%,59799701,-451200.33292055875,86519.88911644055,295.31737891305403,348.9914619752103,32.7
60.0%,59999700,-452865.4074861165,87491.21176850877,298.6327837594659,347.0067299995681,32.7
60.2%,60199699,-451523.83640941605,87761.53374475404,299.5554707659172,349.4876745124039,32.7
60.4%,60399698,-451742.4252894968,86566.02934054958,295.4748688287889,348.8181456825271,32.7
