#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
57.4%,57399713,-451450.01621695096,86941.67993556926,296.7570728427011,347.7957703321359,32.3
57.6%,57599712,-451916.9382241885,87549.02843775891,298.83012875603026,348.02499130720315,32.3
57.8%,57799711,-451821.94421244506,87243.5736642942,297.7875233620881,348.656637500995,32.3
58.0%,57999710,-451980.2294482272,88292.74459842988,301.3686468871509,348.69066706326583,32.3
58.2%,58199709,-451057.4648682326,88139.22710736186,300.84464733580495,348.61376133341014,32.3
58.4%,58399708,-450836.1802280708,87360.77845596988,298.1875771789293,349.13481404386386,32.3
58.6%,58599707,-453097.2168803355,87855.96228774195,299.87778266546485,348.63324325877693,32.3
58.8%,58799706,-451821.484383957,87387.64129580808,298.2792678125188,347.6825853359046,32.3
59.0%,58999705,-451692.1967887669,87334.10529167845,298.09653396278213,347.39334060684763,32.3
59.2%,59199704,-450806.65267114993,87324.91870362393,298.0651774835596,349.536829936238,32.3
59.4%,59399703,-450139.80389025435,87459.33732018329,298.5239870581535,349.79159944275807,32.3
59.6%,59599702,-451509.75690426305,86675.69100241817,295.8491757642347,348.8448506200776,32.3
59.8%,59799701,-450009.2067704415,86796.41447019136,296.26123983921394,348.3380685403439,32.3
60.0%,59999700,-453495.4616138153,87077.73722216632,297.2214756715789,348.25824790363737,32.3
60.2%,60199699,-451591.24029099336,87164.19332864974,297.51657534193737,347.09184264492984,32.3
60.4%,60399698,-451048.09918788355,86764.1172797769,296.15100019701305,347.90096188410644,32.3
60.6%,60599697,-451957.7608904126,87564.63976118667,298.8834147133186,347.9740620914597,32.3
60.8%,60799696,-452127.0590738058,87568.61964706064,298.89699921367657,349.0944901744712,32.3
61.0%,60999695,-451499.23582376214,87944.75038905663,300.18084210794314,348.7490913932521,32.3
61.2%,61199694,-453356.14537928253,86775.94762104179,296.19138056977675,346.10855932232437,32.3
61.4%,61399693,-451557.419608267,86660.18170921598,295.7962380655848,347.7124873183715,32.3
61.6%,61599692,-452308.5801109425,86858.98906222719,296.47482500090666,348.2000080236628,32.3
61.8%,61799691,-451657.4715199233,86253.03455809574,294.40652720570466,347.0359178762066,32.3
62.0%,61999690,-451564.6051247027,87854.15494415083,299.8716136796099,349.5045949557251,32.3
62.2%,62199689,-452288.725921751,87554.10290611396,298.8474493826433,348.19671951809096,32.3
62.4%,62399688,-451106.51474772627,87352.65581888326,298.15985227175736,348.7246931699451,32.3
62.6%,62599687,-451730.6934978245,87099.12915017702,297.29449250244323,348.9739098468346,32.3
62.8%,62799686,-451771.8656904418,87770.00188183389,299.5843749643881,347.68159174371516,32.3
63.0%,62999685,-451011.5094472356,86491.76148864377,295.2213711927389,349.61936947855116,32.3
63.2%,63199684,-453186.6396162603,87900.08640324208,300.02839102002264,347.67782226177593,32.3
63.4%,63399683,-451711.1794041386,87286.90963501671,297.9354415508089,347.3764146861041,32.3
63.6%,63599682,-452593.47263779026,87356.53732130234,298.1731009609588,348.6917462911088,32.3
63.8%,63799681,-451193.7893305365,86823.2473503226,296.3528282116676,348.1867001007573,32.3
64.0%,63999680,-451384.4723362108,86715.05024682436,295.9835202370806,347.1928264564998,32.3
64.2%,64199679,-452664.44873530697,87277.56102727685,297.9035320515895,346.49097106214356,32.3
64.4%,64399678,-452161.36424648296,87032.32943667728,297.06648578047043,345.976858139849,32.3
64.6%,64599677,-451184.47578524984,86920.81340153067,296.68584933326065,349.5251879056736,32.3
64.8%,64799676,-450394.8392348434,87043.94080832275,297.1061187466583,347.5479546002724,32.3
65.0%,64999675,-451349.6450993684,87558.54232495281,298.8626024017789,349.9166340832595,32.3
65.2%,65199674,-452069.6913753492,87406.46628144913,298.3435229274336,347.5909159979051,32.3
65.4%,65399673,-451306.3612391413,88238.03585110488,301.181910126059,348.1555896415433,32.3
65.6%,65599672,-451151.30976504553,87134.9980715813,297.4169234944582,347.7297971017433,32.3
65.8%,65799671,-451234.34253513627,87460.45740320487,298.52781022512096,348.57374440650716,32.3
66.0%,65999670,-451542.506021576,87210.5231217976,297.67471231157214,348.50827698786844,32.3
66.2%,66199669,-451012.87347025704,87289.04410948558,297.94272712886425,348.2326645730772,32.3
66.4%,66399668,-452028.92682410544,87064.91049845202,297.1776943576402,348.93687933904965,32.3
66.6%,66599667,-451758.82588035706,87944.38395096711,300.17959134887224,347.6878639525768,32.3
66.8%,66799666,-450477.162373486,87457.53967201733,298.5178511655859,348.2265160165199,32.3
67.0%,66999665,-450490.65619439585,87389.48318450205,298.2855547107905,349.6557365649964,32.3
67.2%,67199664,-451944.15137339523,86734.87060742406,296.05117285431334,347.43981249714125,32.3
67.4%,67399663,-452274.75567888375,87156.96153370058,297.491891136363,348.0932870855471,32.3
67.6%,67599662,-451375.4622422359,87199.19328047492,297.6360402897159,349.8460900293341,32.3
67.8%,67799661,-451446.0792590389,86932.26106664105,296.724923521746,348.8333750643096,32.3
68.0%,67999660,-450892.31153904134,87294.46415206348,297.9612273001434,347.43427992577364,32.3
68.2%,68199659,-452184.9829393639,87871.65107839927,299.9313330407895,347.5450099850198,32.3
68.4%,68399658,-451839.2522658091,87924.80966763804,300.11277866446085,349.0836593344698,32.3
68.6%,68599657,-451089.0708471611,86801.2251645634,296.27766012901327,347.90543267059644,32.3
68.8%,68799656,-451554.12790464703,87248.64244728908,297.8048245829243,348.6473388301784,32.3
69.0%,68999655,-450914.59637552453,87523.1689927046,298.7418629987394,350.1240105515233,32.3
69.2%,69199654,-451496.9516233895,87006.28704170196,296.9775955622412,347.41224236227765,32.3
69.4%,69399653,-451947.1392917624,87390.78121886033,298.2899852770839,347.205873874903,32.3
69.6%,69599652,-451455.3359431112,87395.16130382006,298.30493577254725,349.2292537634551,32.3
69.8%,69799651,-452528.731712169,87070.69288103806,297.1974313000545,346.3294132102301,32.3
70.0%,69999650,-452524.0368597489,87789.56146956026,299.6511374884616,349.59509009746307,32.3
70.2%,70199649,-452816.0925354385,87111.57899258542,297.3369874115962,347.5080822318367,32.3
70.4%,70399648,-451019.0442330623,86398.78114111442,294.9040024027045,347.88991265719545,32.3
70.6%,70599647,-451951.97469992004,87379.19828764535,298.25044938630236,347.4282763171207,32.3
70.8%,70799646,-452751.5081163272,87769.87495099462,299.58394171276075,346.36437088100996,32.3
71.0%,70999645,-451997.8061190103,87526.52873259148,298.7533307616706,347.2975259187798,32.3
71.2%,71199644,-451550.61287527997,87356.61015723576,298.17334957104333,348.115840628639,32.3
71.4%,71399643,-451677.0362487193,87404.13837066578,298.33557709534915,348.6816663337284,32.3
71.6%,71599642,-450205.1705586794,87424.28808123234,298.4043538791747,349.4344888813973,32.3
71.8%,71799641,-451387.76701618265,86759.42886174482,296.13499727169005,347.4609523884251,32.3
72.0%,71999640,-451454.0578679261,87002.25103351404,296.9638195002109,349.75110269164577,32.3
72.2%,72199639,-450993.9157931232,86766.76526972174,296.160038551753,348.344549057629,32.3
72.4%,72399638,-451188.33653256623,87021.346486193,297.0289977972695,348.278021053846,32.3
72.6%,72599637,-452910.20917691477,87746.28502471792,299.503422478768,348.14011809066324,32.3
72.8%,72799636,-450893.7936272095,87550.30952950503,298.83450149229327,349.0373903821481,32.3
73.0%,72999635,-451935.6495573856,87183.96812340914,297.5840724297923,345.99085103232125,32.3
73.2%,73199634,-452097.73307945486,87220.84995857731,297.7099607891348,347.505635726371,32.3
73.4%,73399633,-451931.38161691604,87242.07555079197,297.7824098678695,348.48839631297056,32.3
73.6%,73599632,-452545.22637093114,87382.10503037786,298.2603709390656,347.7429400200529,32.3
73.8%,73799631,-450429.8082978823,87100.23854353355,297.29827918249543,347.41512510591775,32.3
74.0%,73999630,-451437.8894133121,87371.5763436397,298.2244334892761,348.80401280843955,32.3
74.2%,74199629,-452190.5527187446,86333.45766767731,294.68103451458137,348.6196457768334,32.3
74.4%,74399628,-452122.67059200816,86537.73443289532,295.37829013398965,348.44266262401374,32.3
74.6%,74599627,-453145.15986335836,87822.35890100151,299.7630845978167,347.8125382011423,32.3
74.8%,74799626,-450614.5081972671,87864.01276174758,299.905261259192,349.321114190551,32.3
75.0%,74999625,-452117.6747784284,87055.17097781487,297.1444505597596,347.71167261444106,32.3
75.2%,75199624,-451988.36281053396,87151.11535232048,297.4719364302318,348.07636927491245,32.3
75.4%,75399623,-451909.13149374304,87881.3191155002,299.9643328447079,347.8367215347752,32.3
75.6%,75599622,-451365.8168319077,87155.15172872151,297.4857137490799,348.5976114053364,32.3
75.8%,75799621,-452617.0088859261,86161.19079328049,294.0930379008554,348.7652512638858,32.3
76.0%,75999620,-450870.9042742844,87377.69506848993,298.2453184650143,348.5441749017211,32.3
76.2%,76199619,-452868.49138762057,87846.14163482725,299.8442619396802,348.1152858756651,32.3
76.4%,76399618,-451987.351429875,88055.34751103312,300.55834203901065,349.1870581013596,32.3
76.6%,76599617,-451849.79225072917,87255.9302949881,297.8297001127287,349.21632989363036,32.3
76.8%,76799616,-451057.407834196,87748.12186167587,299.50969213400515,348.820913803668,32.3
77.0%,76999615,-452837.7327613286,87187.59134458052,297.5964395304726,346.0949170740965,32.3
77.2%,77199614,-452588.0306775938,86494.93533164385,295.2322044358861,348.0498636730938,32.3
77.4%,77399613,-450094.09960149694,86740.55906501896,296.07058920359594,350.26335083699917,32.3
77.6%,77599612,-451256.4826065181,86879.03446906489,296.5432457659702,348.39329615315273,32.3
77.8%,77799611,-453435.6509226095,87040.18682609382,297.093305320709,346.18577508719704,32.3
78.0%,77999610,-452692.64234811487,87146.0747065479,297.4547312498647,347.5002422316018,32.3
78.2%,78199609,-451628.7706318847,87315.586338336,298.03332342452137,347.85420433593424,32.3
78.4%,78399608,-452167.54082750017,86525.16664450453,295.33539264112176,348.48298146137427,32.3
78.6%,78599607,-452227.7312207534,87093.75679294033,297.276155095011,347.13252568699676,32.3
78.8%,78799606,-451472.1741514122,87116.14417948338,297.3525697134545,350.11158460357876,32.3
79.0%,78999605,-452254.3039253354,86746.39149577776,296.0904969748839,348.2436565123363,32.3
79.2%,79199604,-450535.77460582694,87830.92456737766,299.792321691954,349.2588757381932,32.3
79.4%,79399603,-452072.80329635506,87203.68018984905,297.65135540776924,347.2586733596134,32.3
79.6%,79599602,-452354.0342697096,87197.68686355965,297.63089845354943,348.5235935327786,32.3
79.8%,79799601,-451865.2899498828,87495.5851939497,298.64771152406746,349.1372413097754,32.3
80.0%,79999600,-452859.059363917,86831.58077426523,296.3812725952797,346.6497657617434,32.3
80.2%,80199599,-451127.6852485845,86978.96389122028,296.88433375543246,347.5131640377702,32.3
80.4%,80399598,-451834.175320168,87402.31764704792,298.3293624395973,346.96470137675664,32.3
80.6%,80599597,-452009.8535540416,86934.11058429902,296.731236459876,346.6624223978195,32.3
80.8%,80799596,-451239.939481793,87314.11269497615,298.0282934539686,349.5110657082219,32.3
81.0%,80999595,-451272.83510918356,87558.96935289443,298.8640599715207,348.0215365369076,32.3
81.2%,81199594,-453316.7964458214,87710.301764286,299.3806012146169,348.28435853974537,32.3
81.4%,81399593,-452327.1653345595,88329.38276512409,301.493703535591,348.8990341885209,32.3
81.6%,81599592,-452358.5473001725,87245.53492846014,297.79421772333563,348.3632899425273,32.3
81.8%,81799591,-451087.78270037286,88075.50544445193,300.62714688980674,348.30629518526723,32.3
82.0%,81999590,-450812.24903799314,86476.28122183034,295.1685325695402,349.7604822926109,32.3
82.2%,82199589,-451525.7057194789,87484.7209536141,298.6106287329017,349.7275320729595,32.3
82.4%,82399588,-451591.7000334081,87613.56541197232,299.05041209506726,348.61611113159694,32.3
82.6%,82599587,-453283.2315359679,86859.34270001826,296.4760320688608,346.1731839246129,32.3
82.8%,82799586,-451813.9183925898,86998.37361321913,296.9505847444786,348.73996585756777,32.3
83.0%,82999585,-451863.53516193107,87288.01435793366,297.9392122893014,347.8913435368109,32.3
83.2%,83199584,-452462.92147502257,88721.84389292952,302.8332867548064,348.1460738192698,32.3
83.4%,83399583,-452220.3684289176,87147.57463489723,297.4598509386808,348.4113595400732,32.3
83.6%,83599582,-451540.85820947075,87790.29779885407,299.65365079308185,348.077095822965,32.3
83.8%,83799581,-452004.9687629384,86911.1692739706,296.6529311395132,348.4548205516808,32.3
84.0%,83999580,-451912.1315832357,88199.15812636932,301.0492092189698,349.22199913443706,32.3
84.2%,84199579,-451126.8638408305,87160.27457598422,297.5031995068825,349.18508579117224,32.3
84.4%,84399578,-452203.4821615699,87322.56551365205,298.05714536630103,348.59122404204555,32.3
84.6%,84599577,-452087.40437476756,86734.3884440614,296.04952709144976,349.37739512016606,32.3
84.8%,84799576,-451598.9141898644,87221.8206203205,297.71327393810833,348.4041197367765,32.3
85.0%,84999575,-451380.29093105206,87469.20437054336,298.5576661518243,349.117227523054,32.3
85.2%,85199574,-451931.8189817541,88300.5599664321,301.3953229961615,347.3741220217875,32.3
85.4%,85399573,-452225.30489250924,87087.67849011708,297.2554080913297,347.02283172528905,32.3
85.6%,85599572,-452305.404986762,87358.83883427607,298.18095668969215,347.9315996726539,32.3
85.8%,85799571,-451598.55968292477,86837.9911869933,296.40315318601944,347.8086249659732,32.3
86.0%,85999570,-452226.4307422843,87114.09504665776,297.3455754310844,347.7304310664173,32.3
86.2%,86199569,-451920.6909069554,87942.70255357027,300.1738522537669,349.37158327231884,32.3
86.4%,86399568,-451518.4319463675,87664.11298045481,299.22294555052036,348.4210871195536,32.3
86.6%,86599567,-451304.2588089206,87333.50994721032,298.0945018801052,348.17177235021245,32.3
86.8%,86799566,-450966.18224469153,88217.02552335092,301.110195807123,347.5333127389242,32.3
87.0%,86999565,-451587.675055373,87698.03872799536,299.3387439287159,348.1652557397026,32.3
87.2%,87199564,-451866.80182770174,87572.15142998414,298.9090542091985,348.9170436293878,32.3
87.4%,87399563,-451538.319263557,88521.47217704344,302.14936019701634,348.08324584458484,32.3
87.6%,87599562,-450400.28972376045,87515.01786935556,298.7140408597235,348.72073458353236,32.3
87.8%,87799561,-451809.80939544225,87427.47816925158,298.4152425712658,348.32183956894823,32.3
88.0%,87999560,-450758.38991697505,87538.04065360618,298.79262427412226,348.52665737711,32.3
88.2%,88199559,-451908.77694806084,87319.0574228589,298.04517123886507,349.07973925273853,32.3
88.4%,88399558,-451557.7462857934,87472.99902082887,298.57061838960055,349.0052149009479,32.3
88.6%,88599557,-452413.69509761455,88066.17158223665,300.595287721323,349.4106924178625,32.3
88.8%,88799556,-451713.8016973133,87455.68114232598,298.51150746678223,348.4219176338854,32.3
89.0%,88999555,-451998.53731982736,86936.51779541722,296.73945296691477,347.3594431870808,32.3
89.2%,89199554,-451464.9166038558,87097.46279484092,297.2888047502371,346.92684776323,32.3
89.4%,89399553,-451031.09337862814,87166.05020489846,297.52291339706363,348.2967011801428,32.3
89.6%,89599552,-452509.05688126665,87372.61514558346,298.2279792204412,348.4013208746257,32.3
89.8%,89799551,-450893.2976168161,86720.11186106014,296.0007969888708,348.7987478313454,32.3
90.0%,89999550,-451805.68031933624,86838.47945649491,296.4048197908995,347.278002409793,32.3
90.2%,90199549,-451945.5230298494,86525.40758006921,295.33621502381516,349.75665706964367,32.3
90.4%,90399548,-452298.93581075175,87486.59503595403,298.61702551738847,346.8062264250762,32.3
90.6%,90599547,-451505.0125536453,87991.83583265274,300.3415583308806,348.03299043400546,32.3
90.8%,90799546,-451556.3030407126,87018.3467468681,297.0187588202678,347.69146251526115,32.3
91.0%,90999545,-451717.4227320668,87741.71842713168,299.48783536182316,348.02743693859554,32.3
91.2%,91199544,-451605.6187841254,87767.87862885429,299.57712768851763,349.2240335594344,32.3
91.4%,91399543,-451920.45901961904,87072.46483318985,297.20347948470163,347.6668883142913,32.3
91.6%,91599542,-451471.4838204463,87249.05711589917,297.80623996669675,348.0572618410703,32.3
91.8%,91799541,-450542.970087728,87338.97976505355,298.11317194874596,347.881891063945,32.3
92.0%,91999540,-450973.0323467697,87582.39067812648,298.9440037214357,346.67357581721006,32.3
92.2%,92199539,-452632.9444837873,87147.84438723593,297.46077168134974,347.2561292420945,32.3
92.4%,92399538,-451701.67765969085,87349.7531600325,298.14994465846246,347.8491534032956,32.3
92.6%,92599537,-450343.40484684054,86881.10550649633,296.5503148150886,349.35743477523744,32.3
92.8%,92799536,-451000.6199314194,86641.15391255822,295.73129069807374,348.7872816780939,32.3
93.0%,92999535,-450938.75940076355,86784.86958280765,296.22183380302016,348.54732156720024,32.3
93.2%,93199534,-452686.7248674915,87494.00874732272,298.64233065626206,349.32641503217263,32.3
93.4%,93399533,-451487.8722699159,86984.47046965355,296.9031292985879,347.54275398873096,32.3
93.6%,93599532,-450579.2798096966,86948.58302598842,296.7806350847452,349.4369952407292,32.3
93.8%,93799531,-450941.4882170921,87259.46271851403,297.8417572948118,348.9271371498166,32.3
94.0%,93999530,-450327.59643493313,87057.57640776414,297.15266098715426,348.6325217478855,32.3
94.2%,94199529,-451143.27145075053,86579.67067006661,295.5214306276885,347.6570533732912,32.3
94.4%,94399528,-451278.5031767087,87393.00466673588,298.29757454708255,347.1879812422845,32.3
94.6%,94599527,-451289.02225641767,87764.15119875284,299.5644048926509,349.4580917516883,32.3
94.8%,94799526,-451291.9856066173,88243.96769917058,301.20215723733895,348.90771730525347,32.3
95.0%,94999525,-451880.5968460222,87619.11320852861,299.0693483275854,347.3304272805151,32.3
95.2%,95199524,-451690.0072301836,87207.82343432074,297.6654974982189,349.4803803874111,32.3
95.4%,95399523,-450961.876807746,87658.77665509214,299.2047311302845,350.27898865181487,32.3
95.6%,95599522,-451631.6723816423,86656.23685531958,295.78277313948774,348.81860681695275,32.3
95.8%,95799521,-452055.01189671457,87806.87941744039,299.71024864808436,348.25029969248317,32.3
96.0%,95999520,-451978.373413261,87412.00614691828,298.3624320888598,348.2129184197492,32.3
96.2%,96199519,-453057.3150814809,87206.45942060405,297.6608417253125,349.0538323096503,32.3
96.4%,96399518,-452021.30993635114,87166.81395021628,297.52552028049496,349.0943531734384,32.3
96.6%,96599517,-451286.66908933874,87416.38281514432,298.3773709220239,347.8110835549544,32.3
96.8%,96799516,-451934.30216777,86672.5104208272,295.83831952032983,347.06250240828723,32.3
97.0%,96999515,-452993.96371500613,87338.11928581021,298.11023488447853,347.03714298559004,32.3
97.2%,97199514,-451849.12011362845,87284.16873112845,297.92608605393525,349.3430763669918,32.3
97.4%,97399513,-452024.74273774633,87935.55235419632,300.1494465574653,348.76781131929175,32.3
97.6%,97599512,-451361.3787642908,87379.49723811739,298.2514697906363,347.6795319655306,32.3
97.8%,97799511,-452998.5192650724,87479.2571284349,298.59197911895467,347.0676678746356,32.3
98.0%,97999510,-452398.3145238203,87120.99580137117,297.3691297006899,348.85553791946614,32.3
98.2%,98199509,-451692.98212637147,87185.61698663566,297.58970047637456,347.4074441140328,32.3
98.4%,98399508,-452539.9006237085,87024.63079419383,297.0402080893798,347.00780698507765,32.3
98.6%,98599507,-451905.41322015226,87838.44433859218,299.81798884372427,347.8711447320808,32.3
98.8%,98799506,-451186.91021337546,85949.02271053125,293.36884693475065,349.25718932486615,32.3
99.0%,98999505,-452401.83244237956,88836.6970249833,303.2253136779157,348.27866767850196,32.3
99.2%,99199504,-452325.0456214533,86688.28148484038,295.89215071838856,346.45625530083373,32.3
99.4%,99399503,-451976.4142198055,86425.9262922667,294.99665664637445,347.1823188421076,32.3
99.6%,99599502,-452441.1354804542,87031.0841707855,297.06223532819916,347.85580529387687,32.3
99.8%,99799501,-451496.85842320323,87584.37871136033,298.95078945324616,349.4841701395287,32.4
100.0%,99999500,-451883.89044548525,87416.42266375378,298.3775069368411,347.8155998270469,32.4
