#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
19.0%,18999905,-442170.4387676311,85690.70898193281,299.0127910216272,340.0697859700052,32.5
19.2%,19199904,-441794.6724323998,85478.16310025298,298.2711244155703,339.38520126288296,32.5
19.4%,19399903,-440957.61683763284,85285.18139823258,297.5977258870392,339.4331090148458,32.5
19.6%,19599902,-441392.6270421287,85252.25450102589,297.4828293766657,342.33717943208717,32.5
19.8%,19799901,-442266.32644610526,85656.67672534898,298.8940374234041,340.06779064655456,32.5
20.0%,19999900,-441439.72246539686,84714.96701188653,295.60799564477963,339.37735893381216,32.5
20.2%,20199899,-440913.5135639128,85648.02100913308,298.8638338004588,341.0642098963301,32.5
20.4%,20399898,-442426.71226120787,86104.78443742736,300.45768346226606,339.49655482129043,32.5
20.6%,20599897,-441060.4981541955,85526.15768398589,298.4385987497939,340.59239831653196,32.5
20.8%,20799896,-441021.021140086,85768.36441488354,299.28376517997486,340.687461104338,32.5
21.0%,20999895,-441020.81681738514,84696.90401567577,295.5449658603915,339.22549116000164,32.5
21.2%,21199894,-441597.4659255943,85524.7384921062,298.43364656151147,340.0261725110443,32.5
21.4%,21399893,-440812.180164848,84862.05912601948,296.1212651007884,340.82034662058567,32.5
21.6%,21599892,-440791.77419766923,85438.15165712102,298.1315067904412,342.09458988541667,32.5
21.8%,21799891,-440370.8999358569,85364.56201656652,297.8747199803669,341.5776614342723,32.5
22.0%,21999890,-441081.8807311221,85507.41175507603,298.3731859111067,340.45312830065444,32.5
22.2%,22199889,-440294.8289618348,86002.59496767772,300.101099196295,341.8869200167375,32.5
22.4%,22399888,-441513.6204026756,85169.67810861673,297.1946838138607,340.65204206687264,32.5
22.6%,22599887,-441468.4494154649,85457.14476381082,298.1977821417478,340.6198275894432,32.4
22.8%,22799886,-441095.3941697916,85219.61325275467,297.3689296217919,340.6482888257215,32.4
23.0%,22999885,-441530.2465150384,85225.24508339405,297.38858157027084,341.9199209634447,32.4
23.2%,23199884,-440840.62255588546,85362.61055087205,297.8679104532802,339.21676277607617,32.4
23.4%,23399883,-441831.89142648503,85361.5276108305,297.8641315964102,340.3331824665555,32.4
23.6%,23599882,-441203.31187245157,85004.3799108241,296.6178852780563,340.5231546459212,32.4
23.8%,23799881,-440407.6826439416,84688.41607257526,295.5153476720643,340.60274033114956,32.4
24.0%,23999880,-440034.2107630442,85641.9762533143,298.8427409733613,341.6672634458713,32.4
24.2%,24199879,-440319.20807599276,85817.08138986322,299.4537602568259,340.63819733472843,32.4
24.4%,24399878,-443158.82386131724,85523.38373642322,298.42891921962416,339.6359572391549,32.4
24.6%,24599877,-442121.13878049655,85902.13488018529,299.750549510054,340.807129570875,32.4
24.8%,24799876,-441999.9497901532,86307.69398928259,301.1657246506984,339.6161902732702,32.4
25.0%,24999875,-441124.92794714356,85325.7398784794,297.73925236665735,338.91474959819305,32.4
25.2%,25199874,-441634.9459789465,85393.25604188791,297.974846128218,340.9562167675739,32.4
25.4%,25399873,-441572.25181095395,85306.24432886299,297.6712237697119,339.3727593876819,32.4
25.6%,25599872,-441671.15167902363,85590.14947526332,298.6618944178969,339.54527651531214,32.4
25.8%,25799871,-442371.3743350487,85447.40181107365,298.1637846696141,339.45153336466524,32.4
26.0%,25999870,-441660.2618211508,85430.91217292304,298.1062450275113,340.1960429704851,32.4
26.2%,26199869,-441746.7339970297,85405.66534214863,298.0181476663855,340.53544380481827,32.4
26.4%,26399868,-441761.6524082306,85325.68862273425,297.7390735126883,340.29205054433606,32.4
26.6%,26599867,-441547.9118865216,85603.72730651507,298.70927347762046,340.52709746293584,32.4
26.8%,26799866,-441630.6845130143,85966.96170852068,299.9767589918513,340.0901292471648,32.4
27.0%,26999865,-441658.26900326135,85860.16442430172,299.60409602281726,341.69772946900264,32.4
27.2%,27199864,-440036.9139449606,84673.59557932697,295.4636324149129,340.48732645054264,32.4
27.4%,27399863,-440844.89280153066,85600.62945627683,298.6984637077293,340.66824552210204,32.4
27.6%,27599862,-441253.5272805756,85499.865230366,298.3468527480034,340.35117551208793,32.4
27.8%,27799861,-441553.05563072534,85659.81984918058,298.90500517289036,340.3073019639273,32.4
28.0%,27999860,-441624.549714779,84566.72770576781,295.090723128444,340.2885353909627,32.4
28.2%,28199859,-440455.4460474844,85532.0707766164,298.4592321457831,342.0274195110337,32.4
28.4%,28399858,-440771.86085782526,85470.79875639931,298.24542696206703,339.9640454671312,32.4
28.6%,28599857,-441354.4465088798,84948.36578498513,296.42242721378375,342.1069630061759,32.4
28.8%,28799856,-441031.87031337153,84769.2884711891,295.7975472467141,340.57311489107246,32.4
29.0%,28999855,-441221.15486971335,85193.18698782491,297.27671669314645,340.2522709141819,32.4
29.2%,29199854,-441816.49793181755,85181.41559020523,297.2356410794854,340.7503705033252,32.4
29.4%,29399853,-441530.453197808,84488.99853075086,294.8194916514057,341.6089020637938,32.4
29.6%,29599852,-440582.7823189362,85155.45029184886,297.1450366671344,340.1928146687815,32.4
29.8%,29799851,-442029.07846866036,85583.93938408792,298.6402246626,340.02813248877646,32.4
30.0%,29999850,-441045.27161547216,85560.34494614368,298.55789323103517,341.0035830327968,32.4
30.2%,30199849,-440375.60466419114,85189.58814087696,297.264158724107,340.3192746860611,32.4
30.4%,30399848,-441238.5839977842,85180.46623784199,297.2323283691208,340.9343834085274,32.4
30.6%,30599847,-440759.9178021969,84927.4142011095,296.3493178691955,340.60508346439116,32.4
30.8%,30799846,-442204.86056579975,84987.87187451497,296.56028143663957,340.5943855806693,32.4
31.0%,30999845,-442533.01578311156,85697.20570724149,299.0354609702148,341.0440720934633,32.4
31.2%,31199844,-442177.63837114535,86003.37577256875,300.10382376996796,340.84671461219096,32.4
31.4%,31399843,-441317.5364467213,86200.09066721308,300.7902490590332,340.428568308421,32.4
31.6%,31599842,-442612.2360153375,85091.83938998694,296.9230700906979,341.5639944102606,32.4
31.8%,31799841,-442606.1311006821,85134.11716804735,297.0705959609612,340.29540833910323,32.4
32.0%,31999840,-441263.9021631107,85661.08142023219,298.90940735237626,340.4497477644666,32.4
32.2%,32199839,-442001.5919324709,85397.17722363478,297.98852886596353,340.1440594914699,32.4
32.4%,32399838,-441546.40092215734,85950.17582182726,299.91818560752984,340.2332003271776,32.4
32.6%,32599837,-441241.1097227023,85876.65606915066,299.66164266717817,339.5714730916174,32.4
32.8%,32799836,-441464.8221394187,86049.67127166758,300.26536924627163,340.50181090198157,32.4
33.0%,32999835,-440791.9711065884,85359.55372355817,297.8572438305196,340.3206234616993,32.4
33.2%,33199834,-441070.86497709854,85891.6690602072,299.71402963433866,340.278251515945,32.4
33.4%,33399833,-442062.2524608332,85309.2220590305,297.68161438753816,340.98683433072034,32.4
33.6%,33599832,-440505.6797027448,85789.86292254378,299.35878298359273,341.23587311940554,32.4
33.8%,33799831,-441432.2886887477,85891.1838520579,299.71233652846206,339.9950594237563,32.4
34.0%,33999830,-442508.58160157874,85073.15612573444,296.85787591672147,339.3994392973151,32.4
34.2%,34199829,-440346.2001158232,86026.50156967492,300.1845199063341,341.58954166027183,32.4
34.4%,34399828,-440720.42363770446,85527.8160000809,298.4443853482462,339.75769427747025,32.4
34.6%,34599827,-441120.22263169754,85445.18714352499,298.1560567148244,340.43863300175053,32.4
34.8%,34799826,-440797.4429007992,84568.64598739603,295.0974168616437,341.7495517948036,32.4
35.0%,34999825,-441257.58494476415,85078.75251966622,296.87740421085135,339.59497770326345,32.4
35.2%,35199824,-441182.3375779339,84572.59924466047,295.1112115250595,341.98499395131176,32.4
35.4%,35399823,-440751.398511271,85843.92006662593,299.5474122727969,340.1351514769241,32.4
35.6%,35599822,-441838.2981156036,85823.5053293067,299.47617622333115,339.9345957588191,32.4
35.8%,35799821,-441465.5973219066,85265.46846183081,297.5289387314332,340.69517220701243,32.4
36.0%,35999820,-442224.6622739369,85411.08737464086,298.03706753631974,340.25110439232094,32.4
36.2%,36199819,-440923.7238517287,84884.8265828857,296.2007108295368,341.14966856061795,32.4
36.4%,36399818,-440410.3415494673,85651.09035421003,298.8745441032322,339.652803725084,32.4
36.6%,36599817,-440580.39192944346,85418.6889348327,298.0635927425654,340.0574853278789,32.4
36.8%,36799816,-440523.5023802463,84657.91491520152,295.40891564105345,341.1649484808542,32.4
37.0%,36999815,-441765.49860868044,85600.73106140457,298.6988182529675,339.5496806593985,32.4
37.2%,37199814,-441425.2502690796,85673.50103373034,298.9527448779915,339.66713480718244,32.4
37.4%,37399813,-441373.3253893298,85536.28299530316,298.47393044015934,340.6196738266376,32.4
37.6%,37599812,-441705.3284756099,85465.58117218979,298.2272205026338,340.5008111814132,32.4
37.8%,37799811,-440475.85297968285,85385.45923609566,297.94763962370087,340.9313808587958,32.4
38.0%,37999810,-442659.21738538705,84817.21089146961,295.96476977072905,339.4565434023635,32.4
38.2%,38199809,-440216.33617289085,85637.58138402493,298.82740533023264,342.0648149078459,32.4
38.4%,38399808,-439834.30302518373,85660.94027612242,298.90891483813874,340.82068484888566,32.4
38.6%,38599807,-441270.9958055001,85345.41294280963,297.80790039096735,341.4037494861934,32.4
38.8%,38799806,-441057.76283861883,84998.07091416497,296.5958703977734,340.55061934116213,32.4
39.0%,38999805,-442655.1026760661,85477.39449592447,298.2684424150572,340.2604941545241,32.4
39.2%,39199804,-441138.3939491315,84840.33532958082,296.04546116496056,341.9561298167748,32.4
39.4%,39399803,-440996.33615747606,85637.94198075647,298.82866361174774,341.76651824407264,32.4
39.6%,39599802,-442251.4520076872,85185.2104177812,297.24888291163285,339.65508671333066,32.4
39.8%,39799801,-441422.9218104235,84379.22619889362,294.4364474250765,341.8323931122956,32.4
40.0%,39999800,-441501.48678043997,85031.82246021193,296.7136444727542,341.54402838090715,32.4
40.2%,40199799,-442365.47749442374,84541.48156632762,295.00262817968917,340.91168647438434,32.4
40.4%,40399798,-442058.6542851138,84742.6648280537,295.7046455781942,340.68617458593764,32.4
40.6%,40599797,-441871.38745771116,84750.37195225467,295.7315391439665,341.42093613744345,32.4
40.8%,40799796,-440991.96460457426,85084.7330897986,296.8982730656948,340.7161374115006,32.4
41.0%,40999795,-441278.3332851948,85062.34643511492,296.8201561242185,340.8751885224387,32.4
41.2%,41199794,-439857.7023043572,86150.49456659774,300.6171863239366,340.56017343616617,32.4
41.4%,41399793,-441162.98760939436,85974.64977427432,300.00358605426993,339.5906360552755,32.4
41.6%,41599792,-442218.8242676174,85220.32857877424,297.3714257107161,339.8322299093247,32.4
41.8%,41799791,-440902.468473617,85738.33166207548,299.1789676197038,340.8933441963681,32.4
42.0%,41999790,-440789.9422587198,85085.10241312871,296.89956179817284,340.40399665826055,32.4
42.2%,42199789,-443049.8416540008,85097.37720317452,296.9423939706967,339.24117739821367,32.4
42.4%,42399788,-441712.3274290352,84902.77345206833,296.26333539535204,338.50110791589304,32.4
42.6%,42599787,-442402.9939913242,85217.78727968724,297.36255799399567,338.82629290911507,32.4
42.8%,42799786,-442032.5119611849,85495.53671822808,298.3317486543308,340.7876603786184,32.4
43.0%,42999785,-441755.9568719454,84834.21197144245,296.0240940595983,340.0079305612933,32.4
43.2%,43199784,-441121.4010981424,85952.09976401718,299.92489909293346,341.14139392969963,32.4
43.4%,43399783,-441589.10681098606,85620.27627822023,298.7670201607427,342.3404060342202,32.4
43.6%,43599782,-441591.5118217906,85667.86145523877,298.93306589382877,340.1566732665079,32.4
43.8%,43799781,-441327.0081250686,85252.5430726849,297.48383633084075,342.3561460169014,32.4
44.0%,43999780,-440419.2933871704,84952.82200481207,296.4379769360779,339.8567298401277,32.4
44.2%,44199779,-441629.43277990306,85278.65268012631,297.57494430142805,340.9583048860041,32.4
44.4%,44399778,-443777.748973303,85209.26587488782,297.3328230429984,339.80477538915636,32.4
44.6%,44599777,-442026.8146879398,85478.93382518188,298.2738138157963,340.3846919817428,32.4
44.8%,44799776,-442047.9756295127,86173.99435739347,300.69918748973083,338.71202695146343,32.4
45.0%,44999775,-441490.600419329,85158.85041383852,297.15690119688355,340.7539277459563,32.4
45.2%,45199774,-441836.2108513131,85847.58430547675,299.5601984231132,340.7364788821326,32.4
45.4%,45399773,-440678.5096566458,84616.51028914703,295.264436584399,341.8979444812337,32.4
45.6%,45599772,-441022.334007645,84747.38139493894,295.72110376654564,340.3816458447659,32.4
45.8%,45799771,-440753.9773201081,85436.78346822696,298.126732574138,340.89194519201567,32.4
46.0%,45999770,-442180.04114173586,85507.62111556117,298.3739164624551,340.9807139730368,32.4
46.2%,46199769,-441406.05209911475,85041.2500377529,296.74654146131445,341.2957190270891,32.4
46.4%,46399768,-441199.4906975068,85683.7230651842,298.9884140676999,341.26582568975874,32.4
46.6%,46599767,-441996.11327253934,85239.20923715632,297.4373086801328,339.08125331027827,32.4
46.8%,46799766,-441214.59619403817,85518.90590745129,298.4132940934638,340.5966544038471,32.4
47.0%,46999765,-440751.61216382263,85824.89062928366,299.4810101477721,341.66306942181626,32.4
47.2%,47199764,-442089.3804043401,84772.8979243376,295.8101422254792,339.15682266579455,32.4
47.4%,47399763,-441774.96530793887,84767.81479232621,295.79240492924356,341.1906218627994,32.4
47.6%,47599762,-442311.83666628646,85782.87569843352,299.3344014677024,341.40916462698783,32.4
47.8%,47799761,-440238.8289527595,84618.2677161743,295.27056902473805,340.3627353244546,32.4
48.0%,47999760,-441147.7217391422,85388.72502088058,297.95903539151533,340.1629848050085,32.4
48.2%,48199759,-441800.1868994618,85307.99890951722,297.67734627779623,340.6612810946478,32.4
48.4%,48399758,-441938.79868076975,85405.62768441765,298.01801626190326,339.0718017318605,32.4
48.6%,48599757,-441875.1501192688,85605.33075942879,298.71486863416305,340.2136365513255,32.4
48.8%,48799756,-441090.45161781786,85420.57943927846,298.0701895488876,339.8515066402034,32.4
49.0%,48999755,-442127.75039189216,85328.97649646597,297.7505463586097,340.001084031867,32.4
49.2%,49199754,-442181.76834506914,85402.49377571535,298.00708066807977,339.33098923305147,32.4
49.4%,49399753,-441758.76041931845,84788.04590813699,295.86300024203695,340.5115493706851,32.4
49.6%,49599752,-440220.21735533327,85341.57388958323,297.7945042359612,340.7157028510378,32.4
49.8%,49799751,-441789.96629365813,85071.07582759077,296.8506168362274,340.3607897803268,32.4
50.0%,49999750,-442694.87101019453,86515.29407535047,301.8901331879714,339.5893176675803,32.4
50.2%,50199749,-441866.41402739985,84825.85247894324,295.9949240922424,339.79848162261226,32.4
50.4%,50399748,-441269.0138372304,86074.09240698442,300.3505853906793,341.0048139069984,32.4
50.6%,50599747,-442213.61622258555,85394.71194363345,297.97992641346195,340.4357008473307,32.4
50.8%,50799746,-440818.58726861374,86001.12142498026,300.0959573539659,339.8301866855832,32.4
51.0%,50999745,-442055.08010890847,85706.07940087421,299.06642521279497,340.4216823963327,32.4
51.2%,51199744,-441478.50382167613,84731.26332240808,295.66486068126136,341.00639883963424,32.4
51.4%,51399743,-440847.0702979979,85832.81251126481,299.5086530984429,339.5188231598247,32.4
51.6%,51599742,-441005.65240558377,85353.1328274107,297.8348384834205,340.33145190980923,32.4
51.8%,51799741,-441941.5419188142,85413.0185255286,298.043806176059,339.562498179552,32.4
52.0%,51999740,-441308.706099696,85492.1310373036,298.31986472699896,340.0867315679147,32.4
52.2%,52199739,-441762.75635077106,86252.16972966015,300.9719759463597,340.0394799831683,32.4
52.4%,52399738,-442054.2575442968,85011.4075029298,296.6424076557405,340.255788291011,32.4
52.6%,52599737,-443051.9119452429,85044.7148832067,296.758631839862,339.5632785872747,32.4
52.8%,52799736,-442297.6465137531,85211.21850228973,297.33963662379625,340.62818040708913,32.4
53.0%,52999735,-440201.1226263973,85290.91673232801,297.61773900486367,341.50262482623,32.4
53.2%,53199734,-441072.89836978447,84990.37709020457,296.5690232424241,341.7367626662189,32.4
53.4%,53399733,-441610.16666565835,85494.04589860002,298.32654652514793,341.00041021576067,32.4
53.6%,53599732,-441180.1908991346,85893.52720535628,299.72051352475984,340.4830740390753,32.4
53.8%,53799731,-440158.84425139707,84999.09239413717,296.59943479327313,340.7944105766443,32.4
54.0%,53999730,-440435.218181896,86115.74700314109,300.4959367036007,340.399908901273,32.4
54.2%,54199729,-440850.4693230693,84456.80017623135,294.7071373487565,340.28150605962446,32.4
54.4%,54399728,-443320.138224022,85909.10720894567,299.77487904947935,339.54738754639925,32.4
54.6%,54599727,-441346.0384005364,85565.44668457058,298.5756954532855,342.0525182591554,32.4
54.8%,54799726,-440595.69757899083,85036.97001092357,296.73160655433225,341.6693579013409,32.4
55.0%,54999725,-440612.1127182073,85251.97187902557,297.4818431834818,340.91006948881216,32.4
55.2%,55199724,-442068.2756930697,85253.08632413857,297.4857319754832,339.82021931291405,32.4
55.4%,55399723,-442029.58476352086,85564.3529909149,298.57187907229866,340.3815266669779,32.4
55.6%,55599722,-441472.19408588205,85200.55057837209,297.30241151803017,339.7544820826425,32.4
55.8%,55799721,-442240.03877935885,85554.70446295,298.5382110899665,340.78342195553074,32.4
56.0%,55999720,-440664.50797295105,84897.29571261827,296.2442211391986,340.5513872674865,32.4
56.2%,56199719,-441147.8242480345,85530.02967264596,298.4521098310979,339.9108311421817,32.4
56.4%,56399718,-441679.4631621251,85708.3213450982,299.07424834797143,341.6271715753077,32.4
56.6%,56599717,-441794.43884647684,85593.61417522014,298.67398428874117,339.9714396622408,32.4
56.8%,56799716,-441739.3347216416,85949.00648217811,299.914105264208,338.85117758524643,32.4
57.0%,56999715,-440719.54402268725,84626.24269467758,295.29839725266305,340.09256742028026,32.4
57.2%,57199714,-441834.428491062,85496.8853259267,298.336454543181,340.012395571728,32.4
57.4%,57399713,-441871.70426957076,85032.49290083707,296.71598393668114,341.29141211602985,32.4
57.6%,57599712,-441788.49917205796,84783.38086863724,295.8467218555278,339.9422925334978,32.4
57.8%,57799711,-441241.44816722674,85570.82071590523,298.5944478259465,338.794397323226,32.4
58.0%,57999710,-441487.7034455035,84090.91972379538,293.43041859402894,339.8512193688662,32.4
58.2%,58199709,-441582.44797675684,85730.56279001106,299.15185858832024,339.3420160729419,32.4
58.4%,58399708,-442168.76963399816,85997.94100178854,300.0848594505119,340.1160829518603,32.4
58.6%,58599707,-441131.09676835407,85868.74815778784,299.634048466175,339.3382878070489,32.4
58.8%,58799706,-441322.21616821317,85366.10009099595,297.88008700245604,340.4002264300984,32.4
59.0%,58999705,-442153.58847434167,84962.76823843765,296.4726837451576,340.105246270461,32.4
59.2%,59199704,-442231.46512103546,85455.3464631667,298.19150707527814,340.1640269351909,32.4
59.4%,59399703,-442110.931340409,85258.27750601253,297.5038463054878,340.36630022193964,32.4
59.6%,59599702,-442527.2034098655,85150.78316297996,297.12875098989207,339.1845309146732,32.4
59.8%,59799701,-441457.65767077357,85366.98818149546,297.88318594307736,340.1337094085255,32.4
60.0%,59999700,-442569.86672675284,85750.47834510752,299.2213527701853,339.3939331673232,32.4
60.2%,60199699,-439796.21468765195,85286.09689381556,297.6009204561201,342.3032689366343,32.4
60.4%,60399698,-442608.811205131,85752.27557789115,299.22762411041737,341.9295163490571,32.4
