#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
13.8%,13799931,-440847.8609861443,85450.87863625243,298.17591685072153,340.1017026664695,32.4
14.0%,13999930,-441302.87133239396,85663.25021934405,298.9169752518989,340.7703756930696,32.4
14.2%,14199929,-442658.2870292929,85305.98766397644,297.6703281523807,339.9953204737603,32.4
14.4%,14399928,-442366.151952581,85588.07605536096,298.65465933862953,339.212159574284,32.4
14.6%,14599927,-441346.5117368549,85667.1205196632,298.9304804418346,340.156686640503,32.4
14.8%,14799926,-441522.22348079644,85575.75295732508,298.61165859815816,340.3990733437769,32.4
15.0%,14999925,-440541.0877478332,86128.56128252244,300.5406513930725,341.84576088208075,32.4
15.2%,15199924,-441722.77028364595,85758.96471697494,299.25096547578516,338.99803202253645,32.4
15.4%,15399923,-441360.3412685455,84518.40338723577,294.92209820363996,340.4002106091022,32.4
15.6%,15599922,-440782.59736973513,85017.7178914193,296.6644273927353,341.0707311217837,32.4
15.8%,15799921,-440930.5798102771,85789.99536896148,299.35924514773507,341.5292607900745,32.4
16.0%,15999920,-440824.9679902005,84932.56346277043,296.3672859210325,341.40816151866426,32.4
16.2%,16199919,-441980.166653187,85259.98057911068,297.5097890809233,339.3861071382161,32.4
16.4%,16399918,-440940.472525178,85193.67425240518,297.27841697482046,340.87293682431977,32.4
16.6%,16599917,-441625.7271283143,85429.47865389031,298.10124284545384,340.3196743680483,32.4
16.8%,16799916,-441759.4394572596,84785.0444001712,295.8525266529537,341.0363679859532,32.4
17.0%,16999915,-442477.2154660262,85111.19863593369,296.9906230638427,340.02624481919304,32.4
17.2%,17199914,-440544.03340541106,85544.18238343194,298.5014948998284,341.67558127693155,32.4
17.4%,17399913,-440688.72529065236,86396.18664071639,301.4745146584425,340.7144492484872,32.4
17.6%,17599912,-440747.6057146732,85207.48203404521,297.3265984331729,339.1998269059752,32.4
17.8%,17799911,-441221.90331023326,85829.99615196779,299.49882557497006,341.0816641141286,32.4
18.0%,17999910,-441326.57462757407,85312.48179569351,297.6929890507798,339.9107714662048,32.4
18.2%,18199909,-440968.94665854983,85814.88176697993,299.44608479952905,341.35207152219346,32.4
18.4%,18399908,-441218.8530498836,84650.4892593302,295.3830042427977,340.2998288841811,32.4
18.6%,18599907,-440952.6311169211,85158.84674113226,297.1568883811867,340.29540578003065,32.4
18.8%,18799906,-441442.8717367188,85418.73311584428,298.06374690965936,339.3147888772147,32.4
19.0%,18999905,-442988.3939059549,85745.65633039718,299.20452662772465,339.2721502896091,32.4
19.2%,19199904,-441250.02893936774,85797.58474658919,299.38572784362515,339.6822599481868,32.4
19.4%,19399903,-440875.90474581113,84837.87054992002,296.0368604583684,340.72559407588557,32.4
19.6%,19599902,-441669.99829744827,85526.8042063053,298.44085475217133,338.6304447814957,32.4
19.8%,19799901,-442144.2603294025,85305.06865643861,297.66712132853576,339.11692244207177,32.4
20.0%,19999900,-440214.095107032,85753.66158540722,299.23246050377526,339.47571928070255,32.4
20.2%,20199899,-441175.3613390727,85362.62709740881,297.86796819146673,341.2070932895468,32.4
20.4%,20399898,-440968.4707939909,85058.44174414035,296.8065309300726,339.65213736148445,32.4
20.6%,20599897,-441449.886341305,84814.1449189278,295.95407123622266,338.04423698082854,32.4
20.8%,20799896,-442507.4916230142,84511.05536838423,294.8964577152908,340.6723800544058,32.4
21.0%,20999895,-440757.342541337,85097.75505702442,296.9437124699318,339.2801963550526,32.4
21.2%,21199894,-442090.47565167863,85268.02012320538,297.53784260675906,340.5959506874112,32.4
21.4%,21399893,-441643.0331414123,85647.36875114427,298.86155778379356,340.78431298442405,32.4
21.6%,21599892,-442158.87722779857,84838.38011382846,296.038638552263,340.84847638092185,32.4
21.8%,21799891,-441581.55786603363,85966.19159551722,299.97407172690384,340.4646220465524,32.4
22.0%,21999890,-440783.975367595,85673.60130869312,298.9530947816957,341.24844510233055,32.4
22.2%,22199889,-440953.3222097042,86161.73814114294,300.6564201293953,339.1268009025584,32.4
22.4%,22399888,-442012.5918148672,84626.22309023066,295.2983288440752,340.735536658515,32.4
22.6%,22599887,-440920.4187035747,84573.66106010164,295.1149166688538,341.3168657305701,32.4
22.8%,22799886,-441875.8059181981,85391.30935124797,297.968053263409,339.75655058116746,32.4
23.0%,22999885,-441152.81108789705,84850.1778538957,296.07980608637683,339.10897897205405,32.4
23.2%,23199884,-441809.5396061647,84751.16679849078,295.734312714104,340.6253236931908,32.4
23.4%,23399883,-441618.4269872424,85662.26333079531,298.91353156117805,340.9592213060231,32.4
23.6%,23599882,-441164.2031356413,85395.13208899566,297.9813924864923,340.24466684963886,32.4
23.8%,23799881,-441372.02786092786,85789.13053243351,299.35622735050737,340.1147878520822,32.4
24.0%,23999880,-442354.5561699574,85975.87679746607,300.0078676809897,339.59949369863773,32.4
24.2%,24199879,-441516.3856734098,86021.17131840118,300.1659203016728,339.7047572419105,32.4
24.4%,24399878,-440574.4883360057,86175.21677803574,300.70345305611943,341.02863184508095,32.4
24.6%,24599877,-441272.18658909854,85926.20702197764,299.8345478616689,339.89316837486405,32.4
24.8%,24799876,-441947.32682019426,85248.79023645713,297.47074102508304,340.46163214076427,32.3
25.0%,24999875,-441370.0183819551,85204.47690413822,297.31611220553464,340.53001756996906,32.3
25.2%,25199874,-441772.5720853335,85096.19136131354,296.9382560438575,339.51854278032624,32.3
25.4%,25399873,-441300.2666645618,85653.29322293549,298.88223088670827,340.7079132475008,32.3
25.6%,25599872,-441450.3736301656,85003.50077660865,296.614817589872,341.1061544678059,32.3
25.8%,25799871,-442532.4123872919,85001.7785674227,296.60880804016085,339.60244156531235,32.3
26.0%,25999870,-441506.35763138207,85146.14044309431,297.1125504863902,340.6343199281026,32.3
26.2%,26199869,-440509.15458062105,85112.31550751254,296.9945203228568,340.48880383562863,32.3
26.4%,26399868,-441413.5677431468,85004.93878553913,296.6198354391689,340.83811863279277,32.3
26.6%,26599867,-442198.96350900084,84681.95613728209,295.4928061001159,340.99299777875063,32.3
26.8%,26799866,-441343.47724428587,85718.06525371247,299.1082491555832,340.99082438406856,32.3
27.0%,26999865,-440560.7537203785,84979.0214848331,296.5293985118529,339.76475053290466,32.3
27.2%,27199864,-441553.77917620447,84768.98679396778,295.79649456143466,339.29012277976597,32.3
27.4%,27399863,-440742.84347016877,85248.7337826204,297.47054403267293,340.3801539090611,32.3
27.6%,27599862,-442190.3883611434,85222.3392606788,297.3784418693555,341.30185974496624,32.3
27.8%,27799861,-442075.27638509776,85236.9884712894,297.42955944561294,340.1937492132643,32.3
28.0%,27999860,-441679.801447724,85013.98677524214,296.65140787784253,341.4544125310176,32.3
28.2%,28199859,-440680.3259390476,85645.02970953434,298.85339583288413,341.0543361038527,32.3
28.4%,28399858,-441184.56137624756,86534.40063262498,301.9568044185557,340.7008502466979,32.3
28.6%,28599857,-441593.2838815148,85750.25028863316,299.22055698025997,339.9171781963024,32.3
28.8%,28799856,-440569.08574242145,85833.2369561689,299.51013417447683,340.51938801440537,32.3
29.0%,28999855,-441255.5268287463,85559.08769420977,298.5535061228615,341.9946629082992,32.3
29.2%,29199854,-440899.39045008505,85349.89131812823,297.8235274235729,338.41333814296564,32.3
29.4%,29399853,-440554.6100235977,85237.56023493633,297.4315545819108,339.434177397701,32.3
29.6%,29599852,-442640.20673346985,86022.58472381887,300.1708522984297,339.8703508417352,32.3
29.8%,29799851,-439604.6599111473,85992.86691881425,300.06715373036974,340.98169980462546,32.3
30.0%,29999850,-441311.2314412589,85875.81298546877,299.6587007752533,338.75015527112146,32.3
30.2%,30199849,-441163.450695015,85092.65164819286,296.92590441890064,340.8763887322265,32.3
30.4%,30399848,-442656.1352152,85483.1137200963,298.2883993182316,340.53130633801777,32.3
30.6%,30599847,-440715.23906872,86441.07630652061,301.6311545604764,340.6530423226463,32.3
30.8%,30799846,-443271.66435909923,85070.39774714567,296.8482507135889,338.6435438978464,32.3
31.0%,30999845,-440402.00250435807,85612.50134975085,298.73988999588295,340.37478791972785,32.3
31.2%,31199844,-441496.5123233418,84875.19371117349,296.16709747879617,340.7876031415658,32.3
31.4%,31399843,-441226.6679458921,85684.00073249557,298.9893829717822,339.8371525017209,32.3
31.6%,31599842,-441722.8071329207,85513.06139547552,298.3929000057173,339.6582070040129,32.3
31.8%,31799841,-441557.8957004328,85511.96176958241,298.3890629245298,340.68753054847093,32.4
32.0%,31999840,-443235.74835326895,85259.70833448571,297.5088390989928,339.4908938889983,32.4
32.2%,32199839,-440303.95943781827,84979.34254284855,296.53051882529667,340.24367399710366,32.4
32.4%,32399838,-441943.62113733357,85426.30080944295,298.09015394037976,341.5623873910198,32.4
32.6%,32599837,-442039.14567838004,86216.16897514305,300.8463533880342,338.8416531269299,32.4
32.8%,32799836,-441154.25690304954,85576.10746198124,298.61289562172726,339.2544510822246,32.4
33.0%,32999835,-442026.14042378124,85265.2598643812,297.5282108426534,340.0970689718095,32.4
33.2%,33199834,-442412.80263746576,85743.259734803,299.1961638455038,340.9986740206141,32.4
33.4%,33399833,-440604.9007469136,85265.71568506234,297.5298014026533,341.59738110691654,32.4
33.6%,33599832,-441072.5663858773,85216.38437181234,297.3576626278095,339.5194368560788,32.4
33.8%,33799831,-440395.45204527816,85883.61581308887,299.6859282925917,339.85143945293663,32.4
34.0%,33999830,-439870.09391669463,84749.99700677756,295.7302307933305,340.4983749205995,32.4
34.2%,34199829,-441280.72499578074,85944.0032837186,299.8966468914954,340.71449583145755,32.4
34.4%,34399828,-441845.35592270363,84675.47103158227,295.4701766974839,339.86654845233625,32.4
34.6%,34599827,-441059.6852358496,85057.79360538808,296.8042692872459,341.01725274499813,32.4
34.8%,34799826,-442055.98265782045,85291.40172035334,297.6194313426304,339.41495042120215,32.4
35.0%,34999825,-441172.81847010646,84922.05792506784,296.3306274526062,340.89729837101135,32.4
35.2%,35199824,-440777.0121717537,86163.28245716216,300.6618089311524,338.97975295493984,32.4
35.4%,35399823,-441846.357021546,85388.54347353383,297.9584018925106,339.9253327776973,32.4
35.6%,35599822,-441894.6025443468,85391.55576952884,297.9689131258001,341.1490837216543,32.4
35.8%,35799821,-440228.95800663996,85619.15467597917,298.76310639435536,341.3899184755026,32.4
36.0%,35999820,-441027.5464931135,84907.19543663051,296.2787656556627,340.52558151758376,32.4
36.2%,36199819,-440906.9285641089,85825.81015853689,299.4842187921129,340.2879288058667,32.4
36.4%,36399818,-441630.2933042622,85266.32706663394,297.5319347834162,339.0922013291689,32.4
36.6%,36599817,-440810.02155470056,85291.17912735383,297.61865461718554,341.26093524249075,32.4
36.8%,36799816,-441789.87515809573,84521.06414169364,294.93138275299333,339.58866671642915,32.4
37.0%,36999815,-440438.5951363249,84790.94939229055,295.873131782676,341.6856331037203,32.3
37.2%,37199814,-440548.442280733,85219.852895441,297.36976584113626,341.233880011586,32.3
37.4%,37399813,-440532.617268573,85626.36967414898,298.788282714701,340.59332744605024,32.3
37.6%,37599812,-441690.31357109034,85003.98993279424,296.61652447219376,340.9178426985147,32.3
37.8%,37799811,-440177.53768379195,85533.289110407,298.46348345133833,342.03273099017787,32.3
38.0%,37999810,-441436.3854580363,85695.24592590067,299.02862242615936,340.86693883422737,32.3
38.2%,38199809,-441453.87512574065,84790.19945876265,295.8705149328457,340.11915402043087,32.3
38.4%,38399808,-441873.9979759138,86158.7128914493,300.64586369492093,340.19822356272437,32.3
38.6%,38599807,-441432.5897920951,86011.8122965506,300.13326253424367,340.7753600438087,32.3
38.8%,38799806,-439669.2348461617,85431.3974985762,298.1079385434109,341.4253162918722,32.3
39.0%,38999805,-441019.44156151265,85581.56306121405,298.6319326208685,341.41235371399836,32.3
39.2%,39199804,-441590.1905603302,85143.4062552827,297.1030096955805,339.656883913944,32.3
39.4%,39399803,-441094.770170514,85897.44168608141,299.7341728796762,340.8061195487608,32.3
39.6%,39599802,-443097.2453217986,85117.86810271931,297.01389578385965,340.3562135782354,32.3
39.8%,39799801,-441622.0859377659,85995.37431260408,300.0759031365095,339.51636976377745,32.3
40.0%,39999800,-440666.2552534272,86049.23960752567,300.2638629791233,341.1842938605085,32.3
40.2%,40199799,-440926.8050536169,84450.62945066555,294.68560495748585,341.95038458668915,32.3
40.4%,40399798,-441985.74271961395,85158.21808277769,297.15469471408517,341.0675096123924,32.3
40.6%,40599797,-442610.23087339895,85570.42803341127,298.59307758301236,340.5951263513359,32.3
40.8%,40799796,-441341.7539010523,85125.02287530934,297.0388619505151,341.42229350988123,32.3
41.0%,40999795,-439944.2123469217,85348.78821894003,297.8196782225223,342.74270352498627,32.3
41.2%,41199794,-441516.0952663366,85448.83367628264,298.16878108074883,340.4784410583903,32.3
41.4%,41399793,-441404.2971367864,85582.27314512176,298.63441041774547,340.13143191024085,32.3
41.6%,41599792,-440982.0529757417,84623.83083225804,295.28998119773485,340.93929057756253,32.3
41.8%,41799791,-441223.43801166164,85849.572497888,299.5671361059617,340.9179311809383,32.3
42.0%,41999790,-440890.4128073021,85509.10751176791,298.3791031563642,339.4259015366559,32.3
42.2%,42199789,-441717.82397105964,85591.61494621693,298.667008094341,340.22563130179145,32.3
42.4%,42399788,-442387.82665476575,85688.13113558386,299.00379577534227,339.2043770387241,32.3
42.6%,42599787,-442117.18030215846,85663.99577672919,298.9195768314313,340.48474585293343,32.3
42.8%,42799786,-440937.79807057325,85521.67154131133,298.4229446134473,340.62398721602267,32.3
43.0%,42999785,-441430.8891997342,84207.36950598378,293.8367633984972,340.47151034459506,32.3
43.2%,43199784,-441088.97188357404,85727.5096769922,299.1412049263781,341.5067104863509,32.3
43.4%,43399783,-441357.2844933993,86227.69968321123,300.8865891293752,339.99571939783425,32.3
43.6%,43599782,-441323.57202511,85363.28088904312,297.8702495596995,340.99560613406214,32.3
43.8%,43799781,-440914.0375994798,85722.52374594484,299.1238068073052,341.02083516763656,32.3
44.0%,43999780,-442207.654710297,84875.71857126802,296.1689289478507,341.7556218377775,32.3
44.2%,44199779,-441075.60954688536,84858.69758711092,296.10953520447737,341.04901632319326,32.3
44.4%,44399778,-441842.14316896955,85757.22662953178,299.24490051981047,341.2020504205356,32.3
44.6%,44599777,-440580.0663416865,85265.62172426423,297.52947353186283,340.3056139283186,32.3
44.8%,44799776,-441191.671919649,85496.36867222443,298.3346517098594,340.8809389614119,32.3
45.0%,44999775,-441235.81430015014,85751.21150872731,299.22391110238766,341.1353438637931,32.3
45.2%,45199774,-441211.5788463545,85269.82926806365,297.54415551348905,340.0674129007382,32.3
45.4%,45399773,-440574.31213334994,85236.47914456809,297.42778217936916,341.2148893359629,32.3
45.6%,45599772,-440831.88014983153,85455.95975966367,298.1936471380628,341.2833471496425,32.4
45.8%,45799771,-441168.9625398633,85560.26880951319,298.55762755665046,341.111869118424,32.4
46.0%,45999770,-441128.5269203293,85708.07568517688,299.0733911318323,340.72604046680885,32.4
46.2%,46199769,-441407.35445548175,86605.35476085253,302.20439476023785,339.3174965529442,32.4
46.4%,46399768,-440843.47854321357,85634.39895635331,298.8163004322615,339.3764063024056,32.4
46.6%,46599767,-441538.909027501,85205.44007857458,297.31947314722686,340.7446671083434,32.4
46.8%,46799766,-440579.40883516567,85592.25065034127,298.6692263472501,342.3121750594448,32.4
47.0%,46999765,-441089.3108145185,85288.74326575105,297.61015481849046,340.4641569372064,32.4
47.2%,47199764,-440439.36020594416,85717.26781424017,299.1054665364975,340.1608642543117,32.4
47.4%,47399763,-442428.2342671659,84904.73153932404,296.2701680279951,338.00957321317566,32.4
47.6%,47599762,-442010.59565816587,85088.97457236587,296.91307347469575,341.2888143387005,32.4
47.8%,47799761,-441841.58539854176,86402.08585119917,301.4950996134771,339.5164543507886,32.4
48.0%,47999760,-441785.230021094,84966.50488559666,296.4857225600928,339.6114452849668,32.4
48.2%,48199759,-440513.72502018325,86124.98636643091,300.5281769293775,340.79349881568265,32.4
48.4%,48399758,-440889.2215533629,85121.95832776872,297.0281683884683,341.62583884612064,32.4
48.6%,48599757,-441380.49269681564,85660.20857672847,298.9063616152681,340.4749025026122,32.4
48.8%,48799756,-440990.1844932693,85357.46763456112,297.84996454317644,340.14916707214786,32.4
49.0%,48999755,-442773.888664288,85935.10187179502,299.8655859275364,339.6846584776626,32.4
49.2%,49199754,-441002.9623290864,85349.02395400451,297.8205008064455,340.0464070115331,32.4
49.4%,49399753,-440799.7509410586,85520.86567887058,298.42013260289855,341.10578856040377,32.4
49.6%,49599752,-441104.7480517668,86101.72211564943,300.44699766688984,340.9677543314443,32.4
49.8%,49799751,-442268.41493756743,85154.07983356557,297.14025453192824,340.211302493684,32.4
50.0%,49999750,-441507.29888820834,85392.2039752613,297.9711750023503,339.46336444813204,32.4
50.2%,50199749,-441066.08917019283,86524.30289440241,301.92156894291537,339.90848490766723,32.4
50.4%,50399748,-441185.20408668276,86040.7864449619,300.2343661554748,340.4415579714265,32.4
50.6%,50599747,-441694.51209624065,84843.05824476117,296.054962620573,340.13694867180266,32.4
50.8%,50799746,-441482.1957569788,85733.1603405744,299.1609225913258,339.4991435233768,32.4
51.0%,50999745,-440396.61894005165,85327.22403669081,297.7444312512107,341.64213700769665,32.4
51.2%,51199744,-442123.19944766955,85414.54529176175,298.04913373884887,339.53778203527406,32.4
51.4%,51399743,-441500.0785102146,85374.81171769416,297.9104857218075,339.79227785069014,32.4
51.6%,51599742,-440927.58672428643,84927.53406428557,296.34973612484123,340.20393324125666,32.4
51.8%,51799741,-441253.9763373672,84783.1481641545,295.845909846645,340.55638025291887,32.4
52.0%,51999740,-441831.08311324613,84925.93924715155,296.34417110235415,340.87521571206815,32.4
52.2%,52199739,-441726.13968796004,84950.71787848865,296.4306347085237,340.60952207443637,32.4
52.4%,52399738,-441451.4247213439,84551.38583988533,295.03718857152995,340.4461896546038,32.4
52.6%,52599737,-441167.0671153725,84878.72458647832,296.1794182647038,340.3448960581071,32.4
52.8%,52799736,-440832.8290480636,85815.79964095552,299.44928766787393,340.6585728768313,32.4
53.0%,52999735,-440904.5280014202,84992.71492318471,296.5771809758895,339.60391466071223,32.4
53.2%,53199734,-441519.97045637853,85562.26139894855,298.56458058266116,340.77446489967696,32.4
53.4%,53399733,-440683.3249926991,84989.64249215508,296.56645990486203,342.40530113091563,32.4
53.6%,53599732,-441544.8936238284,85349.18906356732,297.8210769467504,339.7820473118663,32.4
53.8%,53799731,-441802.30154340575,85483.05970185483,298.2882108246908,340.1897869638983,32.4
54.0%,53999730,-441422.23964768695,85426.81780465366,298.09195796537534,340.81094411700684,32.4
54.2%,54199729,-442339.9287053342,84940.84153365088,296.39617177234175,341.63264424670365,32.4
54.4%,54399728,-441430.3612132524,85468.46884469179,298.23729686942596,339.5908551611786,32.4
54.6%,54599727,-442269.4195688064,84561.60668137018,295.0728536089101,341.39601497885593,32.4
54.8%,54799726,-442016.3858892955,85381.4577305599,297.93367660072255,340.64959645071974,32.4
55.0%,54999725,-441107.1521791406,85812.7559271187,299.43866680383593,339.25127534869017,32.4
55.2%,55199724,-441864.5064787227,85606.71529035992,298.719699875063,339.31326249009726,32.4
55.4%,55399723,-441165.00449399836,85875.41269725177,299.6573039925869,340.6111315018095,32.4
55.6%,55599722,-441026.8311884175,84691.64322864928,295.52660864721815,341.6481335239218,32.4
55.8%,55799721,-440687.2404781077,84691.70805787109,295.5268348650518,340.79105570331154,32.4
56.0%,55999720,-441414.3084888044,85820.03511834191,299.4640671221422,340.48424311546125,32.4
56.2%,56199719,-441467.55091778236,85780.63560319698,299.3265847844611,339.5218633656193,32.4
56.4%,56399718,-440859.7528246213,85248.34266871959,297.4691792632542,341.9984836014976,32.4
56.6%,56599717,-440447.55709703034,85994.72368909296,300.0736328232599,340.0314951600948,32.4
56.8%,56799716,-441388.30771661596,85041.61359319952,296.7478100670954,340.18881474254965,32.4
57.0%,56999715,-440936.93814355787,85406.68817078433,298.0217167679687,341.11573221371293,32.4
57.2%,57199714,-439938.24777415255,85258.24381764623,297.503728751875,340.09984713447125,32.4
57.4%,57399713,-441067.8256247379,85857.4733271806,299.5947055944889,340.14662713910235,32.4
57.6%,57599712,-440907.8471274092,84279.05373895995,294.0869013986271,340.616241654816,32.4
57.8%,57799711,-442176.1159549295,85578.95803241536,298.6228425229916,339.2765286605186,32.4
58.0%,57999710,-440369.7610559156,85352.99034644221,297.83434130429146,339.99940641673015,32.4
58.2%,58199709,-441920.53931042366,85955.42579249875,299.9365050776558,340.2507835490237,32.4
58.4%,58399708,-441489.57233519014,85710.93277676345,299.0833607882822,340.0684376149971,32.4
58.6%,58599707,-442364.72199306823,85491.07732129644,298.3161878457129,339.8483041335523,32.4
58.8%,58799706,-441901.69835536275,85257.1723918065,297.49999007314864,338.98973237528054,32.4
59.0%,58999705,-440508.7230945183,85825.88838258592,299.4844917504243,341.6255940748997,32.4
59.2%,59199704,-440294.9679205129,85318.21455814701,297.71299319500787,341.4280013454905,32.4
59.4%,59399703,-442133.3013583594,85003.10576042521,296.61343920366295,339.16919664915656,32.4
59.6%,59599702,-440767.74708956294,84660.04560635547,295.416350565053,340.4742095263981,32.4
59.8%,59799701,-442343.37590284646,85444.47224618302,298.1535621217459,339.1966659605003,32.4
60.0%,59999700,-440737.9527060604,84714.02641745412,295.60471349471,340.40234923303353,32.4
