#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
5.0%,4999975,-440777.14355336037,85812.63203286496,299.4382344819769,341.12279318845316,32.6
5.2%,5199974,-441700.8903442682,84386.41028923192,294.46151589432515,340.2939516610383,32.5
5.4%,5399973,-441539.37115637306,85057.16690595425,296.8020824556854,340.17882391202977,32.5
5.6%,5599972,-441231.3106657234,85580.99346527999,298.6299450486799,340.1489824655302,32.5
5.8%,5799971,-441440.0364720621,85396.53214521986,297.98627790200766,341.93345156859544,32.5
6.0%,5999970,-441782.7924176222,85429.97200899365,298.1029643796571,340.5656798372731,32.5
6.2%,6199969,-440415.75735468185,85393.62661653559,297.97613922709655,342.6555988404033,32.5
6.4%,6399968,-441963.1826697816,85484.63278143434,298.293699995234,340.60273625164456,32.5
6.6%,6599967,-440730.2805261733,85731.44435804697,299.1549347691808,341.418069910206,32.5
6.8%,6799966,-440203.2830624175,85257.3344960215,297.5005557264656,341.16008864623427,32.5
7.0%,6999965,-440822.860086984,85492.08285709028,298.31969660492103,340.41695475059385,32.5
7.2%,7199964,-440174.3583341362,85698.087246674,299.03853705126534,339.55207723295,32.5
7.4%,7399963,-442912.7089329334,85230.47633720923,297.4068357290053,341.70727431875656,32.5
7.6%,7599962,-441903.6315791174,84702.54545965989,295.56465135408297,339.7839397096503,32.5
7.8%,7799961,-441591.6610491914,85909.04913008187,299.7746763866309,341.47669016875284,32.5
8.0%,7999960,-440599.83583781496,85566.30557743262,298.5786925104334,340.204072864058,32.5
8.2%,8199959,-441528.088079107,85500.85528380936,298.3503074824417,340.696632197854,32.5
8.4%,8399958,-442344.3551612473,85617.11485277931,298.7559885488453,339.1607741614779,32.5
8.6%,8599957,-440922.3239992517,84711.4475794615,295.59571478814155,339.67518473500473,32.5
8.8%,8799956,-441918.1111345114,85758.0393873651,299.2477365914342,339.7086109252058,32.5
9.0%,8999955,-441407.39622368896,85357.08639784157,297.8486342396125,341.39971778052535,32.5
9.2%,9199954,-441181.3571063373,86098.93388398527,300.43726829317103,340.47657321110336,32.5
9.4%,9399953,-441780.21471784357,85268.90723602532,297.54093813582386,339.92805373892264,32.5
9.6%,9599952,-441071.4483781494,85251.64757326775,297.4807115372282,339.185318689299,32.5
9.8%,9799951,-442162.52565765474,85639.48221025802,298.8340381538369,340.90406914976853,32.5
10.0%,9999950,-441132.9249741994,85556.93629397481,298.5459989357172,340.0916306497598,32.5
10.2%,10199949,-440542.85687383683,85933.8568410587,299.8612414645276,341.26722414768244,32.5
10.4%,10399948,-441324.77409923123,85336.69634092378,297.7774843109853,340.2728748820478,32.5
10.6%,10599947,-441437.49028526526,85750.17774789079,299.2203038535196,341.5831632918787,32.5
10.8%,10799946,-441390.1315070656,84374.31191628298,294.4192993190947,339.7054115345521,32.5
11.0%,10999945,-442083.39056791365,86033.80316430633,300.2099984000423,339.90040381056934,32.6
11.2%,11199944,-441525.046678036,85475.24870419747,298.26095479847817,340.9996170474345,32.6
11.4%,11399943,-442719.952369323,85816.21033575904,299.4507207637243,340.5601631824014,32.6
11.6%,11599942,-440457.2835152908,85235.56275259191,297.42458448237585,341.0016999535259,32.6
11.8%,11799941,-442520.90654612286,85668.80434636201,298.9363560580687,339.93720140678494,32.6
12.0%,11999940,-441438.5170491729,85487.69432820845,298.3043830862791,338.54951273472653,32.6
12.2%,12199939,-441854.34305552253,85734.97889605025,299.16726833586364,340.4590711563279,32.6
12.4%,12399938,-441990.9982759212,85406.09951520985,298.01966268826317,340.27694385251016,32.6
12.6%,12599937,-442294.7805546047,85139.01593809901,297.08768993676233,340.25216301049323,32.6
12.8%,12799936,-441030.27852073126,85277.87242214964,297.57222163618127,339.76085450288264,32.6
13.0%,12999935,-441043.6191162444,85409.82011342666,298.03264550133935,338.6506047551515,32.6
13.2%,13199934,-440158.5597628597,85044.60343227081,296.75824293824365,341.0568966898718,32.6
13.4%,13399933,-441087.3748487872,86738.59051301467,302.6693132396295,339.25555596679027,32.6
13.6%,13599932,-440575.34742680145,85237.30442394316,297.43066194419134,340.55699746046065,32.6
13.8%,13799931,-441845.39929508884,85237.78213210148,297.4323288792816,339.34964499649294,32.6
14.0%,13999930,-441587.0351740294,85230.50020275413,297.40691900644896,339.36753029761644,32.6
14.2%,14199929,-442267.9368413929,85440.77721892652,298.1406685370622,340.6810323736212,32.6
14.4%,14399928,-441461.88469049986,85552.62204272812,298.5309446046028,340.7880192491402,32.6
14.6%,14599927,-441244.25945855444,84762.98109003328,295.77553800363694,340.078333334144,32.6
14.8%,14799926,-441439.94541367795,86071.21118373994,300.3405315281997,339.3032454366628,32.6
15.0%,14999925,-441597.61792562203,86328.56711059995,301.23856020471106,340.49458691345325,32.6
15.2%,15199924,-441458.35290708113,85502.80713243014,298.3571183457276,339.9849574993038,32.6
15.4%,15399923,-440889.7350112526,84913.30451505317,296.3000829327798,340.436680493005,32.6
15.6%,15599922,-442039.20758048445,85305.29817460035,297.667922218935,340.16521432726984,32.6
15.8%,15799921,-441107.76573434984,85467.8224573863,298.23504133817187,340.9056385563725,32.6
16.0%,15999920,-442406.11398625374,85291.69100188965,297.6204407738813,339.72779485994033,32.6
16.2%,16199919,-441035.7253470002,85194.38037289667,297.28088094158494,340.1230548696896,32.6
16.4%,16399918,-442074.19496075856,85852.77225760103,299.5783014830925,340.64026832547637,32.6
16.6%,16599917,-440937.599830925,84596.12049343204,295.19328756722393,340.5368903236065,32.6
16.8%,16799916,-441141.8832309563,85266.1802484137,297.53142246969713,340.49217215926546,32.6
17.0%,16999915,-441257.1465596808,85364.31432755932,297.87385568384946,339.23257863158153,32.6
17.2%,17199914,-442107.9207014502,85839.80543529728,299.53305450388336,341.11849418242963,32.6
17.4%,17399913,-442234.22561604343,85160.57513305987,297.1629195052186,339.67100555786266,32.6
17.6%,17599912,-441067.5309903757,84594.76896689401,295.1885714932519,341.23963064427284,32.6
17.8%,17799911,-442197.06598249916,84598.34197363304,295.2010392943714,341.2142794724187,32.6
18.0%,17999910,-441519.1683345018,85272.54040360014,297.5536158647131,340.4274820261709,32.6
18.2%,18199909,-442019.10020159045,84564.89771586814,295.0843374841432,339.35733880550316,32.6
18.4%,18399908,-441789.066671425,85421.49294197466,298.0733771639049,339.97099533029206,32.6
18.6%,18599907,-441867.07947927155,85634.52488811145,298.8167398638747,339.22350832938145,32.6
18.8%,18799906,-441102.1392578711,85434.72494897828,298.11954948984294,341.65876537205935,32.6
19.0%,18999905,-441702.15551442094,85642.62623758017,298.84500905600135,339.9177076340379,32.6
19.2%,19199904,-442410.1813871488,85983.67325401603,300.035072966846,339.69757841307717,32.6
19.4%,19399903,-441613.1707843067,85774.21581053128,299.304183287898,340.4665278943133,32.6
19.6%,19599902,-441534.5076203984,85324.74346993936,297.73577545647544,339.03911473099714,32.6
19.8%,19799901,-442785.56235334836,85501.28576529538,298.3518096227804,340.2274613804025,32.6
20.0%,19999900,-440961.3633708963,84748.60430802038,295.72537105127236,341.50409376153164,32.6
20.2%,20199899,-442308.42385176197,84988.1343960911,296.5611974905516,339.67913330737724,32.6
20.4%,20399898,-441154.1477679536,85906.47523574415,299.7656949306614,341.1221257840596,32.6
20.6%,20599897,-441993.0039602895,85765.10037241617,299.2723754918771,340.59148174665194,32.6
20.8%,20799896,-441393.2275676867,86166.15494518442,300.67183231257746,340.832613250708,32.6
21.0%,20999895,-441785.4863105612,85669.53590196872,298.93890877920205,339.0620031203469,32.6
21.2%,21199894,-440844.67750326823,85487.17627012008,298.30257535243305,342.62841427903226,32.5
21.4%,21399893,-441067.0813606004,84783.9078063168,295.8485605741956,341.053477915697,32.5
21.6%,21599892,-441606.4298761119,85049.27056370745,296.77452862444596,340.87968079916976,32.5
21.8%,21799891,-442371.9563187463,85178.66313844395,297.22603655767585,339.96869149314284,32.5
22.0%,21999890,-440423.638943654,84355.1094451464,294.3522934026158,341.6389596960276,32.5
22.2%,22199889,-442427.4597602673,85339.85816335469,297.7885173081563,339.53616412293457,32.5
22.4%,22399888,-442008.6384892934,85447.7162119908,298.1648817534969,341.1631888719673,32.5
22.6%,22599887,-441024.8761995509,86476.39993054862,301.75441431098034,340.04029053834654,32.5
22.8%,22799886,-441729.80353316385,84734.27017096506,295.67535290602973,339.7569252464794,32.5
23.0%,22999885,-441805.75990884984,84612.94883139082,295.2520090827895,339.6459966966024,32.5
23.2%,23199884,-441973.8033877583,85689.80983915587,299.00965351472064,340.0714195597616,32.5
23.4%,23399883,-439937.71726527344,85652.80503522925,298.8805273838394,340.43947940348295,32.5
23.6%,23599882,-441790.7914648303,85653.17708784534,298.8818256400035,340.86203615865753,32.5
23.8%,23799881,-441655.86017600447,85429.91543101872,298.10276695407396,339.14042293442094,32.5
24.0%,23999880,-442284.3703157506,86445.22849699605,301.6456433898683,340.0018825928786,32.5
24.2%,24199879,-441571.54073695606,84871.61341382877,296.1546042375282,340.6646232734127,32.5
24.4%,24399878,-441692.9342424511,85236.39172861911,297.42747714645265,339.8542376838361,32.5
24.6%,24599877,-440704.2591741141,85282.60432104662,297.58873332470415,341.9576853277419,32.5
24.8%,24799876,-443333.4631529818,85619.22512730211,298.763352230187,339.9676165656232,32.5
25.0%,24999875,-441770.7682890459,86051.5189422571,300.2718165863207,339.6839322835442,32.5
25.2%,25199874,-441420.08253895026,85277.138308367,297.5696599884404,340.16522086759556,32.5
25.4%,25399873,-440940.8875903054,86035.63601521659,300.2163940276747,340.6690685545589,32.5
25.6%,25599872,-440633.23212112393,84796.78131400398,295.89348193742757,342.12120047254285,32.5
25.8%,25799871,-441446.1634905315,86045.12231030653,300.24949590773844,341.4366363032052,32.5
26.0%,25999870,-441023.5123765897,85211.3496071489,297.34009410664737,341.26238983414055,32.5
26.2%,26199869,-441880.6914730184,85386.34107853874,297.9507167620893,341.1745961566316,32.5
26.4%,26399868,-441666.58610379696,85726.36085148744,299.13719616598087,340.55878459131503,32.5
26.6%,26599867,-440972.99611527706,85303.35965776385,297.6611578761421,340.3955042702706,32.5
26.8%,26799866,-441318.1756533892,85348.74806611636,297.81953811155796,340.32778758272565,32.5
27.0%,26999865,-441913.0095956889,85237.44932046288,297.4311675522472,340.8670751873253,32.5
27.2%,27199864,-441235.64008352486,86559.51387060471,302.04443561532287,341.2223441399273,32.5
27.4%,27399863,-441165.6070195725,84340.50104498863,294.30131823208177,339.6896275141741,32.5
27.6%,27599862,-441780.75226134574,85939.73567409022,299.8817553136203,341.2441832334074,32.5
27.8%,27799861,-442138.9673301126,84919.02663404355,296.32004993725667,339.29981180019973,32.5
28.0%,27999860,-441400.4807083197,85034.19765913251,296.7219325925155,340.20094320742567,32.5
28.2%,28199859,-442307.776256389,85627.60465247207,298.79259210039316,339.2905801955674,32.5
28.4%,28399858,-440830.08988352586,85103.34871877891,296.96323123028657,339.5157508016448,32.5
28.6%,28599857,-440601.0175675778,85438.70699305902,298.13344460319536,338.86167099239185,32.5
28.8%,28799856,-441395.0573244882,85332.06248712749,297.76131474519127,340.34643944621837,32.5
29.0%,28999855,-441276.32314049546,85281.74931147465,297.5857498180731,340.50165295226134,32.5
29.2%,29199854,-441861.1446217019,85156.055902805,297.1471499116672,340.1751286158465,32.5
29.4%,29399853,-442572.232940631,85401.20363055903,298.002578780902,340.91082510456073,32.5
29.6%,29599852,-440585.85786088044,85689.21518460964,299.00757850194884,340.4961748672726,32.5
29.8%,29799851,-442304.56790297246,84806.17410661484,295.9262575459787,340.1478429422909,32.5
30.0%,29999850,-441225.70389650296,85594.5183938106,298.6771395074065,340.99451882313804,32.5
30.2%,30199849,-440450.60225666175,85965.1241630062,299.970346982668,340.87218866479316,32.5
30.4%,30399848,-443027.6401523291,85823.1655612521,299.4749906222839,341.44033888893625,32.5
30.6%,30599847,-441802.09881026205,85290.31381405855,297.61563515630587,340.8925002456983,32.5
30.8%,30799846,-441681.6302830982,85755.07740344154,299.23740091921877,341.04573407331327,32.5
31.0%,30999845,-440542.2015465074,85252.97145180497,297.48533113509467,341.4305989275823,32.5
31.2%,31199844,-442268.6134759891,85020.25328673865,296.6732745085987,339.23775980917713,32.5
31.4%,31399843,-441198.333616734,85452.3423411221,298.18102436451755,339.75219947468975,32.5
31.6%,31599842,-442526.2824552399,85296.6185739623,297.637635252675,341.5367777866114,32.5
31.8%,31799841,-441438.5815893491,85668.61108921171,298.9356816983793,340.7766563573545,32.5
32.0%,31999840,-442133.9940160769,84497.45575833874,294.8490026597215,340.3170126894792,32.5
32.2%,32199839,-441534.4665799779,85235.40188670359,297.42402315012856,340.2228574964969,32.5
32.4%,32399838,-442249.43196698325,85602.42690908967,298.7047358157406,340.12988428238015,32.5
32.6%,32599837,-441428.30950129544,84444.19423904887,294.6631496573818,340.2869932163069,32.5
32.8%,32799836,-442562.74788975855,85190.27583850187,297.26655840534016,341.22506848546664,32.5
33.0%,32999835,-441986.69149698643,85847.7569299081,299.5608007861189,340.28589083281366,32.5
33.2%,33199834,-440931.0390026206,85726.45039012306,299.1375086058902,340.3887418692085,32.5
33.4%,33399833,-440999.7574145384,85615.61478130797,298.7507541358885,340.6501451743667,32.5
33.6%,33599832,-441938.13177034585,86010.52779721879,300.12878034784524,340.88728794655304,32.5
33.8%,33799831,-441406.0076612537,85151.64650502839,297.13176357221954,340.9464588267199,32.5
34.0%,33999830,-440804.7848436008,86171.63112090388,300.69094111218317,339.2500749216061,32.5
34.2%,34199829,-442773.12520283693,85424.10896407763,298.0825056222837,339.35342062972404,32.5
34.4%,34399828,-440742.3028647341,85716.9020479765,299.1041902161979,341.59307493718967,32.5
34.6%,34599827,-440867.1835050457,86154.69362242159,300.63183868726117,342.3879889839099,32.5
34.8%,34799826,-440786.22851760685,85386.82887718966,297.95241890737213,340.14223543881485,32.5
35.0%,34999825,-441555.22529701656,85662.30019943707,298.9136602121789,339.063726180152,32.5
35.2%,35199824,-442203.7393113589,85603.7229927028,298.7092584248211,340.1208564879599,32.5
35.4%,35399823,-441330.3529017591,85578.93664008006,298.62276787567026,339.7099038480399,32.5
35.6%,35599822,-443630.86845396087,85517.20572837489,298.4073614165504,338.6507081170593,32.5
35.8%,35799821,-440174.9051453131,85046.60682851763,296.7652336740002,340.745280514669,32.5
36.0%,35999820,-441839.34773340775,85790.65185216855,299.36153590805594,338.65394198471574,32.5
36.2%,36199819,-441731.65956331324,84844.91818249854,296.06145276612773,340.212148998757,32.5
36.4%,36399818,-441179.7447823547,84936.99126439751,296.3827364796559,338.2413150845406,32.5
36.6%,36599817,-440491.717741522,85547.8138196214,298.51416658714817,341.05167642141413,32.5
36.8%,36799816,-441354.37675348297,85448.47377049155,298.1675252102306,341.1254535689869,32.5
37.0%,36999815,-441775.97957764985,86020.86720904429,300.1648591295964,340.0436928317275,32.5
37.2%,37199814,-440857.03401162755,84149.43106707186,293.6345905546462,341.29858621619087,32.5
37.4%,37399813,-442080.21914904006,85487.42758637489,298.303452306022,339.8094618764155,32.5
37.6%,37599812,-441937.0269748685,85506.01080940163,298.36829739190614,340.2724217748144,32.5
37.8%,37799811,-442487.0092164739,86176.88917522004,300.7092887897213,338.745817929236,32.5
38.0%,37999810,-441956.9705785229,85263.64804610709,297.5225864956677,338.81042259119977,32.5
38.2%,38199809,-441739.2364157862,85413.07174746552,298.04399189094096,341.34576737954626,32.5
38.4%,38399808,-440400.95554353157,85186.63097338978,297.2538398585687,339.8508896063266,32.5
38.6%,38599807,-441812.177305405,85477.37115112937,298.26836095474,340.3275271943924,32.5
38.8%,38799806,-440835.9970416501,86005.0133876095,300.1095381332843,340.08028761302484,32.5
39.0%,38999805,-441118.05159349367,85050.16063171075,296.7776344654529,340.1307302618964,32.5
39.2%,39199804,-441854.2994231484,84502.29074039252,294.8658740509799,339.3261194707249,32.5
39.4%,39399803,-441575.9699505288,85870.36545842653,299.63969194355593,339.80933593141054,32.5
39.6%,39599802,-441068.2029549754,85867.75080408945,299.63056825791745,341.70822421304536,32.5
39.8%,39799801,-440762.8522488335,85071.42867449077,296.8518480751519,341.56538623686384,32.5
40.0%,39999800,-441654.49095719866,84520.10430363135,294.92803345338615,339.8649711203544,32.5
40.2%,40199799,-441382.9498770642,85392.10498142423,297.9708295690604,340.3042687742587,32.5
40.4%,40399798,-441904.9359058491,86329.9965166729,301.2435480348324,339.05033321137824,32.5
40.6%,40599797,-442139.1994520407,85210.30636105116,297.33645375950687,340.85682050206657,32.5
40.8%,40799796,-441414.3842566055,85868.92475344684,299.6346646865507,340.6103795772764,32.5
41.0%,40999795,-441790.28599140095,84547.46815595485,295.02351803921306,340.78386256773604,32.5
41.2%,41199794,-441756.94548558444,84881.68122918424,296.18973529904815,341.31261986694335,32.5
41.4%,41399793,-441580.4775190265,84477.01156818622,294.77766383629125,339.76886675103475,32.5
41.6%,41599792,-440517.007093173,85616.90445180621,298.7552543667742,340.9861013585935,32.5
41.8%,41799791,-441792.0647287443,84250.62697112432,293.9877078303716,340.148342731648,32.5
42.0%,41999790,-442308.3895506696,85417.00275729224,298.0577089232048,339.90056374486977,32.5
42.2%,42199789,-441388.9978435938,85132.24805946404,297.064073814268,339.27544957950147,32.5
42.4%,42399788,-441113.97355157556,85630.01968245354,298.8010192083462,341.01118908535483,32.5
42.6%,42599787,-440899.6602865197,86166.62015202455,300.67345562503834,340.8037302990746,32.5
42.8%,42799786,-440542.014986692,85566.3897658888,298.5789862811999,338.94022426882276,32.5
43.0%,42999785,-442481.10114042787,84612.33834844944,295.24987883774503,340.37894456537794,32.5
43.2%,43199784,-440746.6571664959,86154.15390310367,300.6299553678029,340.7647129643896,32.5
43.4%,43399783,-440003.92708121566,85653.47013944079,298.8828482266586,341.57335138929005,32.5
43.6%,43599782,-441384.7476046579,85333.49810037599,297.766324234894,340.8689712025175,32.5
43.8%,43799781,-441797.42939653154,86009.16094966826,300.12401081208293,341.4341128760058,32.5
44.0%,43999780,-442019.28707979154,85684.00483440427,298.9893972851563,339.6221094023674,32.5
44.2%,44199779,-441834.19564653374,85539.23953456181,298.48424711353033,340.3246363194741,32.5
44.4%,44399778,-441521.80291546136,85720.187077793,299.1156531384411,338.6609369565569,32.5
44.6%,44599777,-442565.80836428795,85079.4634567541,296.8798849848514,340.0706363490071,32.5
44.8%,44799776,-441132.35544006014,85771.83263710828,299.29586734157,341.44584610915814,32.5
45.0%,44999775,-442137.1627895953,86071.11008387612,300.3401787460508,339.425904312778,32.5
45.2%,45199774,-441154.00215592375,85403.84554620774,298.01179759331643,339.2356173999495,32.5
45.4%,45399773,-442019.54528682353,85738.43399853073,299.17932471686726,339.67969306918997,32.5
45.6%,45599772,-441713.05385424756,85045.97390188242,296.7630251129793,340.11069599616616,32.5
45.8%,45799771,-440518.60034017265,85924.43483868398,299.8283639301887,340.81320567068946,32.5
46.0%,45999770,-443050.4503274523,85198.32346062608,297.2946401189943,339.7927779366502,32.5
46.2%,46199769,-441294.04049084336,84822.88896634057,295.98458308578927,341.4958219991322,32.5
46.4%,46399768,-441703.24873406766,85572.9100625352,298.6017384806121,340.1193731053264,32.5
46.6%,46599767,-441467.58852180745,85608.2236989584,298.72496337994454,339.1242479443746,32.5
46.8%,46799766,-441135.218519391,85978.84376049286,300.0182207274989,339.20173640004094,32.5
47.0%,46999765,-442213.4065936175,85140.18974169416,297.0917858567666,340.92290051209056,32.5
47.2%,47199764,-442165.5213331054,84886.91379840393,296.20799404781076,340.2142329220832,32.5
47.4%,47399763,-441449.62375650136,85592.8734546279,298.6713995869189,341.2843605274083,32.5
47.6%,47599762,-441956.40629782015,85067.53178316861,296.83825009744356,339.64263892342086,32.5
47.8%,47799761,-441130.8088258356,85129.61781801446,297.05489573829874,339.93291153341056,32.5
48.0%,47999760,-440366.2332729688,85596.20429834281,298.6830223741205,339.65017825521227,32.5
48.2%,48199759,-441460.7221157211,85841.08303360711,299.53751260956324,339.33823337349196,32.5
48.4%,48399758,-441368.3900444694,85057.77307676562,296.80419765380077,339.5078823684797,32.5
48.6%,48599757,-440272.9616093165,85246.69681953127,297.4634361673544,339.9285425511139,32.5
48.8%,48799756,-442897.93238104414,84867.43302553662,296.14001701347973,339.2857042967092,32.5
49.0%,48999755,-441768.4950504969,85618.00402314856,298.7590912576099,340.00192432177585,32.5
49.2%,49199754,-440462.2471102271,85139.15786341566,297.08818517697625,340.0409340047432,32.5
49.4%,49399753,-441658.7256332198,85208.87867599813,297.3314719347854,338.55597274354744,32.5
49.6%,49599752,-442408.1023324053,85611.2853532902,298.73564684630594,339.2395050215113,32.5
49.8%,49799751,-440647.179205426,86086.51350079314,300.39392808175296,341.59286204502746,32.5
50.0%,49999750,-440015.5654921457,85366.77503920166,297.8824421953256,341.37287169472455,32.5
50.2%,50199749,-441270.4211115199,85676.32580803544,298.9626017651501,340.30880219422676,32.5
50.4%,50399748,-441225.0273692128,85455.95903615851,298.1936446134332,339.839600620548,32.5
50.6%,50599747,-443131.8201491004,85435.72966655385,298.1230553939255,340.08845515048404,32.5
50.8%,50799746,-441728.9412341062,85262.78352520755,297.5195697998072,339.65677813257287,32.5
51.0%,50999745,-441233.3551052115,85150.8192264752,297.1288768313805,341.0892959939479,32.5
51.2%,51199744,-441090.9033895824,84967.4645574842,296.48907127984273,342.27318234178733,32.5
51.4%,51399743,-441017.1906075189,85522.42845064017,298.42558580493306,339.06915343725564,32.5
51.6%,51599742,-441576.4687318839,85250.5827412539,297.4769958672773,338.03142486248845,32.5
51.8%,51799741,-441610.5648360341,86061.97912946838,300.3083168068209,339.55890226341694,32.5
52.0%,51999740,-441369.26570185414,85137.11493021576,297.0810564793003,339.72359886936067,32.5
52.2%,52199739,-441515.0127456258,85809.04110337837,299.42570414046264,340.4323062969093,32.5
52.4%,52399738,-441910.5681901984,85382.35252090136,297.9367989200564,339.9314389647489,32.5
52.6%,52599737,-441037.45379583444,85799.13678754574,299.3911436011059,340.7968533637944,32.5
52.8%,52799736,-442226.702441704,85396.55249304505,297.9863489045712,339.49809501386676,32.5
53.0%,52999735,-441756.9090491426,84719.39618787309,295.62345099915115,340.0154543312199,32.5
53.2%,53199734,-442329.02744996734,85786.04469928434,299.345459513556,339.09468216762514,32.5
53.4%,53399733,-441319.8005962954,85664.80105771287,298.9223868130191,341.03856185349235,32.5
53.6%,53599732,-441131.12280786084,85507.29868712428,298.37279136700465,343.96030374606505,32.5
53.8%,53799731,-441725.9814615925,85841.53101388761,299.539075810937,341.2672894843648,32.5
54.0%,53999730,-440567.942107229,85305.77691952974,297.66959277177824,340.87774670027915,32.5
54.2%,54199729,-441448.97448921343,85935.7654132049,299.8679013170493,340.418626040548,32.5
54.4%,54399728,-443068.99015118787,85360.68160011177,297.86117949075896,339.688350626986,32.5
54.6%,54599727,-441147.011076387,85205.97701455548,297.32134675439096,339.9600790900109,32.5
54.8%,54799726,-441979.10495215654,85485.8661325908,298.298003703022,339.3957789021734,32.5
55.0%,54999725,-441137.99072408676,85178.61829576544,297.22588008173324,341.18659551253364,32.5
55.2%,55199724,-441860.68271793006,85551.78996496409,298.5280411171941,339.50118873693896,32.5
55.4%,55399723,-440560.64194433484,84690.65050368459,295.52314459066014,340.4513595963292,32.5
55.6%,55599722,-440338.27160650305,84952.05533896829,296.4353016997956,341.61788942653135,32.5
55.8%,55799721,-440495.0578176365,84562.28904087527,295.0752346630818,340.3660673308348,32.5
56.0%,55999720,-441545.89664553106,84633.8112755944,295.32480737962896,339.7030341659525,32.5
56.2%,56199719,-442278.02772718295,85994.24609564658,300.0719662884504,340.88397392057294,32.5
56.4%,56399718,-441950.3629667843,85608.47014218359,298.7258233293774,339.08130115057946,32.5
56.6%,56599717,-439521.92769179214,85910.72940614528,299.7805396131275,342.5086084193783,32.5
56.8%,56799716,-441333.5990146599,85819.87237814828,299.46349924961453,341.3675555033253,32.5
57.0%,56999715,-442755.0787076694,85208.61012628512,297.3305348460371,339.7137034957419,32.5
57.2%,57199714,-441574.8685855111,85847.97378178212,299.56155747823703,340.29738059952723,32.5
57.4%,57399713,-440893.1906899633,85816.20361358617,299.45069730708946,340.2269357785097,32.5
57.6%,57599712,-442638.17543600174,85349.64289677818,297.82266057158733,339.3063753893706,32.5
57.8%,57799711,-441234.16341180913,85269.95458988985,297.54459281677987,341.7939790868038,32.5
58.0%,57999710,-441164.35633846885,85749.68188089022,299.2185735541957,339.7289960511606,32.5
58.2%,58199709,-441579.99755302863,85210.0991446398,297.33573068978035,340.9678332378247,32.5
58.4%,58399708,-441143.33710190654,84946.9225501517,296.41739112899967,339.7516520039504,32.5
58.6%,58599707,-441465.13881165953,85436.68900416256,298.12640294722877,340.807124645206,32.5
58.8%,58799706,-441987.697027097,85226.03126228822,297.3913248962181,338.81410174734185,32.5
59.0%,58999705,-442439.27467099903,85232.55639452388,297.41409396914037,339.251668181995,32.5
59.2%,59199704,-440938.94160161726,85909.93018214253,299.7777507670255,339.71560476614326,32.5
59.4%,59399703,-441384.16416399507,85407.82982985853,298.0257005215195,337.7485867827384,32.5
59.6%,59599702,-441543.9528445583,84422.22438216915,294.5864871078242,342.3450259057926,32.5
59.8%,59799701,-440918.88431542553,85093.22713373462,296.927912542536,341.22325808813196,32.5
60.0%,59999700,-441588.8795405803,86345.95332883805,301.29922841136323,339.35274083118094,32.5
60.2%,60199699,-441672.67279209895,84367.19052476948,294.3944496337822,341.2765882708066,32.5
60.4%,60399698,-441103.55916027306,85072.87746084941,296.8569035316633,341.05699207620285,32.5
