#"Progress (%)","Step","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Speed (ns/day)"
10.0%,9999950,-441532.91836694395,84778.02610467328,295.8280367152465,340.56552999724397,32.4
10.2%,10199949,-442054.8072305769,85044.55224928068,296.758064338149,339.913506863546,32.4
10.4%,10399948,-441913.32202252,84969.84570785915,296.49738016686115,341.015387421136,32.4
10.6%,10599947,-443598.5968881445,84835.43902506534,296.02837579250587,339.7893902796331,32.4
10.8%,10799946,-441102.3856615713,84478.50719597499,294.78288274327383,341.61962766459095,32.4
11.0%,10999945,-441314.7840795815,86022.77144592791,300.1715038544692,340.98183137913674,32.4
11.2%,11199944,-440987.96886649635,85286.2245880398,297.6013660377571,340.2815780044575,32.4
11.4%,11399943,-440974.74145378685,85817.7237016292,299.45600156671975,339.0220910791,32.4
11.6%,11599942,-439474.32815018995,85582.7431111869,298.6360503372477,340.85623579218077,32.4
11.8%,11799941,-442469.43568556337,85834.59559549054,299.51487506809735,339.40271812174757,32.4
12.0%,11999940,-441822.9464387875,86108.97525018014,300.4723070618692,339.8523206706651,32.4
12.2%,12199939,-440781.16008606786,84619.03793748963,295.27325666763346,341.3380502487902,32.4
12.4%,12399938,-440719.56702329684,84976.18061632052,296.5194854648848,339.5585590663982,32.4
12.6%,12599937,-441149.17888692906,85925.07537059311,299.83059902937464,341.5532190630039,32.4
12.8%,12799936,-439691.61435705423,85935.20964499342,299.8659619959018,342.43891110907737,32.4
13.0%,12999935,-442058.3374244403,85707.62910875119,299.07183282912905,340.2628971615123,32.4
13.2%,13199934,-442037.64431688655,85748.91242443037,299.21588858021937,340.52987003223626,32.4
13.4%,13399933,-441698.21030466957,85221.6863073511,297.37616342634533,339.0269632303589,32.4
13.6%,13599932,-441081.3167733471,86208.18100966874,300.8184798428221,340.81851161440244,32.4
13.8%,13799931,-442332.3637514468,84623.7478604964,295.2896916725539,339.8456701587442,32.4
14.0%,13999930,-440425.78610016126,85361.96252340928,297.86564919879174,339.406572245466,32.4
14.2%,14199929,-440185.0498503824,85669.73023683205,298.939586899509,341.15742961229046,32.4
14.4%,14399928,-441025.91712801484,85009.48899561015,296.6357131350036,341.39640211248843,32.4
14.6%,14599927,-439800.43626242876,85494.06271949573,298.32660522069426,340.1488885125108,32.4
14.8%,14799926,-441789.87158824224,85870.98115600995,299.64184038479334,339.94269886941,32.4
15.0%,14999925,-442756.271247067,85368.03957639732,297.88685472500026,339.1543427287485,32.4
15.2%,15199924,-442269.00360323815,85217.84875655512,297.36277251398354,340.6902311067476,32.4
15.4%,15399923,-441107.5413631946,84995.59112315293,296.58721730993614,340.82252833400855,32.4
15.6%,15599922,-441947.99174445076,85018.81741590623,296.6682641200718,339.1785293023896,32.4
15.8%,15799921,-441850.32120785257,84570.10089974751,295.10249369445415,337.2592016864336,32.4
16.0%,15999920,-441950.2931600008,86169.84450986618,300.6847068359214,338.9358198235523,32.4
16.2%,16199919,-442037.689507612,85763.29065063654,299.2660605720132,340.2271220287558,32.4
16.4%,16399918,-441022.25131349126,85195.15454432159,297.2835823681602,339.76512864942856,32.4
16.6%,16599917,-441885.03760942677,85456.32427310123,298.1949190866979,339.62202626785273,32.4
16.8%,16799916,-440725.93236874556,85754.76373535313,299.2363063924996,340.5633199820787,32.4
17.0%,16999915,-441211.35585685354,86228.75004131626,300.8902542934552,340.2796886242902,32.4
17.2%,17199914,-441661.1872335351,85351.25689636674,297.8282925301441,340.602015757792,32.4
17.4%,17399913,-440913.1964050834,85023.80490239973,296.6856676667844,339.57748595553505,32.4
17.6%,17599912,-441824.57685006224,85821.4319657406,299.46894134064587,338.8914758087318,32.4
17.8%,17799911,-440858.08327822713,85074.16154081491,296.8613842547072,339.7326180348416,32.4
18.0%,17999910,-441681.5947541911,85420.47541047775,298.0698265463823,340.4193727684298,32.4
18.2%,18199909,-443219.1717782193,85375.91847799573,297.9143476981022,339.8758457288987,32.4
18.4%,18399908,-441805.876088405,85290.62407266279,297.6167177858265,340.1190024726654,32.4
18.6%,18599907,-440760.3231435907,85075.11424701521,296.86470866809293,340.3439458056255,32.4
18.8%,18799906,-441794.7589272666,85791.24527433456,299.363606620508,340.03907456768786,32.4
19.0%,18999905,-441971.1635101759,85518.92903501214,298.41337479575463,340.921806521022,32.4
19.2%,19199904,-440426.59707897576,85613.83444287744,298.74454174752805,339.2599055256219,32.4
19.4%,19399903,-442000.64203484124,85809.79433863133,299.42833251147226,339.4683597338515,32.4
19.6%,19599902,-440974.62217775686,85307.57710470312,297.67587441420415,340.77024210130895,32.4
19.8%,19799901,-440596.4434500132,85437.24070105329,298.1283280617372,342.42628990443274,32.4
20.0%,19999900,-441118.06207003957,85277.14567232691,297.56968568455414,341.59161320686087,32.4
20.2%,20199899,-440915.2510100943,84750.60985365813,295.7323692872046,341.38309809151775,32.4
20.4%,20399898,-441488.56388904294,85871.33478338632,299.6430743471453,338.8153730762435,32.4
20.6%,20599897,-441324.10541568603,85660.71451967652,298.90812707403006,340.7136396129188,32.4
20.8%,20799896,-439792.1744858222,86106.51808479521,300.46373292485384,341.7524786658202,32.4
21.0%,20999895,-442264.38399453554,85802.2820903766,299.40211895408453,340.27525491218336,32.4
21.2%,21199894,-441670.28977912245,85085.35395797173,296.90043954940717,341.3174878992027,32.4
21.4%,21399893,-441993.55853919825,84893.31391668328,296.2303268917365,339.9133011024252,32.4
21.6%,21599892,-442367.9208995858,85296.08608531568,297.63577716422753,340.1709904965656,32.4
21.8%,21799891,-442465.4441036056,84453.90605896912,294.69703849334496,338.9317640580918,32.4
22.0%,21999890,-441460.530107921,85327.36461474432,297.7449217902275,340.6268234190073,32.4
22.2%,22199889,-440403.03162407735,85499.98036360927,298.34725449882114,340.3504908024621,32.4
22.4%,22399888,-441170.1190399807,85141.93790509086,297.0978859722006,340.4944110976448,32.4
22.6%,22599887,-441204.5182605353,85134.57899706753,297.0722074867139,340.47086974711345,32.4
22.8%,22799886,-440256.3180733388,85080.20196428843,296.88246196433556,341.4121139009924,32.4
23.0%,22999885,-441904.8710483103,85434.12585259072,298.1174589775217,339.4520487524017,32.4
23.2%,23199884,-440435.7052291939,85978.62421442091,300.01745463413226,339.5368749875056,32.4
23.4%,23399883,-442011.6044784025,85938.97648091268,299.87910615277616,340.5953465745243,32.4
23.6%,23599882,-441464.03900122596,85049.37355937914,296.7748880219071,341.37707289288966,32.4
23.8%,23799881,-442576.58582385397,84496.84453271283,294.8468698231221,339.0659905208246,32.4
24.0%,23999880,-441844.03379143355,85383.24598281336,297.93991660391214,341.0610078792336,32.4
24.2%,24199879,-441494.80108876806,85687.80459090811,299.0026563165136,339.9537861299811,32.4
24.4%,24399878,-441680.0549664763,84628.11056566541,295.30491508083804,339.0121572531288,32.4
24.6%,24599877,-441204.1927161617,84997.76788464468,296.5948129937246,341.3130589101961,32.4
24.8%,24799876,-441457.45741572883,85038.22291945596,296.73597850645655,340.2046118574202,32.4
25.0%,24999875,-441119.74819566635,85275.25419173471,297.5630854720252,337.77435344760676,32.4
25.2%,25199874,-441842.7500033984,84835.29245241638,296.0278643356936,339.9225052253294,32.3
25.4%,25399873,-441220.935195487,85685.83239608083,298.99577445631246,339.42239145572654,32.3
25.6%,25599872,-441749.5056691463,85527.71864476247,298.4440456324727,340.5122988967538,32.3
25.8%,25799871,-441966.8549022479,84891.50821227455,296.2240259902569,340.3783514551291,32.3
26.0%,25999870,-441261.83570088726,85839.1212162755,299.5306669610353,338.9487113070064,32.3
26.2%,26199869,-441823.68176016863,85144.61084490543,297.10721304165395,341.0771600447325,32.3
26.4%,26399868,-441952.28442661185,85915.9717646814,299.79883252114564,340.03506225903004,32.3
26.6%,26599867,-442066.35554656154,84806.1373406254,295.9261292531772,340.6543881477507,32.3
26.8%,26799866,-441566.2979756468,85635.52466952859,298.82022854351686,340.624002204278,32.3
27.0%,26999865,-442158.39032472344,85523.25200960087,298.42845956646835,341.8771595374547,32.3
27.2%,27199864,-440449.30609048344,85737.89148080512,299.1774316325266,340.97834873856846,32.3
27.4%,27399863,-441658.7344769365,85272.44974925491,297.55329953159935,339.532286461938,32.3
27.6%,27599862,-441739.08169611637,85200.13969858311,297.3009777766837,338.48095234759137,32.3
27.8%,27799861,-443154.89957914315,84873.96081845945,296.1627953707166,338.74341896229316,32.3
28.0%,27999860,-440265.52981147077,85210.80731093045,297.33820179524315,339.52517440879643,32.3
28.2%,28199859,-442616.28286492685,84754.04585379589,295.7443590116841,339.11339569066047,32.3
28.4%,28399858,-441648.0233006375,85093.10617222349,296.9274904543134,340.9242122208755,32.3
28.6%,28599857,-440810.72270382615,85439.61914907763,298.1366275190588,341.8640570617579,32.3
28.8%,28799856,-441136.51641901303,85824.11935913377,299.4783188450289,340.4317269479044,32.3
29.0%,28999855,-440693.2924765805,85673.58662479231,298.95304354307,341.1388000442188,32.3
29.2%,29199854,-441474.118228714,85746.3674397406,299.2070080028005,340.53398694922794,32.3
29.4%,29399853,-440589.12286378816,85432.00419618777,298.1100555797652,340.3164062579164,32.3
29.6%,29599852,-441054.73014048114,85132.97269736661,297.0666023964714,339.6702951733983,32.3
29.8%,29799851,-441353.6450270084,85572.01250398403,298.59860650177006,339.9390128785964,32.3
30.0%,29999850,-442824.0270955474,85432.57798205258,298.11205777247574,339.4863858832028,32.3
30.2%,30199849,-441913.13748936215,84712.38519113243,295.59898653003694,338.7453068465812,32.3
30.4%,30399848,-441261.3508714675,85708.49241260474,299.0748452781777,340.4184080553389,32.3
30.6%,30599847,-441942.1161135384,85427.11692513229,298.0930017290486,341.2855719867728,32.3
30.8%,30799846,-441740.7374049183,85916.87204977221,299.80197401409066,339.61028635473394,32.3
31.0%,30999845,-440967.4427883513,85053.42465543776,296.7890240881572,340.917175673833,32.4
31.2%,31199844,-440345.97622847604,84501.19187082932,294.86203960896205,339.8083494252992,32.4
31.4%,31399843,-442737.3054497014,85471.0330501514,298.2462445166136,338.46555611864636,32.4
31.6%,31599842,-441654.26098626433,86343.36305454938,301.29018979849883,341.40134157804744,32.4
31.8%,31799841,-441426.95031680074,85748.60278268583,299.2148081031951,340.67890399988744,32.4
32.0%,31999840,-440723.96959590307,85296.43595827935,297.63699802577264,339.96660319241676,32.4
32.2%,32199839,-441665.36969744787,85625.7793194746,298.78622270608423,341.22557431059965,32.4
32.4%,32399838,-441862.01496045664,86445.25798722007,301.6457462943057,341.69837183204623,32.4
32.6%,32599837,-442492.6081155408,85646.04740470299,298.85694702152995,338.867054675324,32.4
32.8%,32799836,-441881.01816056855,85326.06760114641,297.7403959360187,339.3506063639343,32.4
33.0%,32999835,-441834.8513664757,85149.41332132078,297.1239710063602,339.14180181395596,32.4
33.2%,33199834,-442080.1566481292,84843.69782487644,296.05719439852913,338.91807893311756,32.4
33.4%,33399833,-442032.7665161779,85341.65019761026,297.7947705084242,340.8659809329273,32.4
33.6%,33599832,-441071.28443585476,86104.31927309441,300.4560602981316,339.6029047866231,32.4
33.8%,33799831,-442333.7201233604,85438.45004868403,298.1325480106053,340.77451752743576,32.4
34.0%,33999830,-441982.85863374034,84624.57425919233,295.2925753431817,339.5912599819526,32.4
34.2%,34199829,-441323.3210456264,85116.05354019078,297.0075639724815,340.0883140399935,32.4
34.4%,34399828,-442011.88267739024,85711.21531033906,299.08434667291317,340.21638389490965,32.4
34.6%,34599827,-441714.3579898365,85175.0837051192,297.2135463313558,340.4961545212382,32.4
34.8%,34799826,-440684.81751427194,85951.13763103494,299.9215417853353,340.1479041440063,32.4
35.0%,34999825,-441594.9725205535,84611.04931067,295.24538081469507,338.0891576222996,32.4
35.2%,35199824,-441112.59924517944,85240.74261419254,297.44265931093906,339.43586737593387,32.4
35.4%,35399823,-442092.5506665516,85085.0083215707,296.89923347110323,339.28675615791536,32.4
35.6%,35599822,-441999.257756806,84226.04391099932,293.9019266586768,340.7488180608325,32.4
35.8%,35799821,-441970.75509698037,85323.1896535356,297.730353503674,341.7396667227399,32.4
36.0%,35999820,-440578.0550410361,85295.75821214763,297.63463306970147,339.75668837455777,32.4
36.2%,36199819,-441444.18705212744,85712.69656075363,299.089515410877,341.0169653048821,32.4
36.4%,36399818,-440411.95550450357,84259.46103971667,294.01853380365696,340.9942643784713,32.4
36.6%,36599817,-440325.00799307553,85314.20597220637,297.69900546536485,340.3148098076056,32.4
36.8%,36799816,-441869.9762413176,85607.84932339759,298.7236570179987,340.1622758667533,32.4
37.0%,36999815,-440531.6905034012,85058.74673488949,296.8075951777165,342.44670736198657,32.4
37.2%,37199814,-441254.8939189869,85248.29174769542,297.4690015772747,340.39190858786844,32.4
37.4%,37399813,-442133.67155814916,86032.5911374219,300.20576910207274,340.5255712548994,32.3
37.6%,37599812,-441074.4858839549,85427.21642224264,298.0933489184815,340.21981673286626,32.3
37.8%,37799811,-440356.68994901143,85460.75101242657,298.2103659384805,341.8692666263101,32.3
38.0%,37999810,-441532.46349312924,86082.73836520297,300.3807549636552,339.96756306546024,32.3
38.2%,38199809,-440564.9798645545,85362.64815035742,297.8680416545177,341.5848179380889,32.3
38.4%,38399808,-441137.0922972392,84785.01120984071,295.8524108372081,340.79471943384203,32.3
38.6%,38599807,-442294.387037145,86234.92493853363,300.9118012414636,340.6888989380143,32.3
38.8%,38799806,-440345.80938108824,84580.32927297332,295.1381850134104,341.21532540878235,32.3
39.0%,38999805,-442386.4833653788,85724.58443918091,299.13099747760396,340.7921798599479,32.3
39.2%,39199804,-441320.967034176,85517.77525231382,298.40934873751615,341.5074801484369,32.3
39.4%,39399803,-442190.3348292243,84898.49347389361,296.2484006581473,338.73401090222393,32.3
39.6%,39599802,-441112.0257138042,85640.6809709447,298.8382211601738,338.58715939261907,32.3
39.8%,39799801,-442055.65355212614,84784.77113805275,295.8515731205382,338.138781043145,32.3
40.0%,39999800,-442245.74867522717,86057.87561445337,300.2939978276432,339.29490109806903,32.3
40.2%,40199799,-441936.1113865925,84890.1988491196,296.21945704298037,339.25766452343515,32.3
40.4%,40399798,-441777.8772846502,85414.05358408147,298.04741795323343,339.3530943736443,32.3
40.6%,40599797,-440589.74378229165,85966.68583280762,299.97579633944804,340.5141745291704,32.3
40.8%,40799796,-439797.95761430543,85284.12330366531,297.59403372701996,341.3899807013548,32.3
41.0%,40999795,-440431.8755394635,84799.45817749528,295.90282269832477,340.33568665525894,32.3
41.2%,41199794,-441893.8936911193,85655.31385911432,298.8892817802141,340.3328255070664,32.3
41.4%,41399793,-441491.89809283754,85085.14855653985,296.89972281294695,341.3399518557986,32.3
41.6%,41599792,-441478.3830713462,85473.99922904538,298.25659482693663,340.8475525108229,32.3
41.8%,41799791,-443464.35608197935,86010.34576035794,300.1281451407093,339.00416285595935,32.3
42.0%,41999790,-440687.05484295543,84847.0935308995,296.0690435190173,340.8203975039029,32.3
42.2%,42199789,-440991.9332503411,84941.38683183654,296.39807455893754,340.2477996417407,32.3
42.4%,42399788,-440848.7887266292,85757.39473938826,299.24548712946716,339.83781562140064,32.3
42.6%,42599787,-442076.9427174544,85235.43328952754,297.4241327284731,340.0101573959541,32.3
42.8%,42799786,-441524.6475996231,85244.49440025282,297.45575095219783,339.46748704704925,32.3
43.0%,42999785,-441577.34513704665,85139.13969748087,297.08812178799366,339.86824387659925,32.3
43.2%,43199784,-441349.7007716908,85146.16179671756,297.112624998628,341.7085711371695,32.3
43.4%,43399783,-441769.14528930467,85412.37534460245,298.0415618332808,340.6481120371629,32.3
43.6%,43599782,-442661.54633117747,85371.4832566058,297.89887124864396,338.97441144566164,32.3
43.8%,43799781,-440677.43083569594,85350.05761884013,297.8241077203239,339.32511467756547,32.3
44.0%,43999780,-442737.39072503475,85828.35444500821,299.4930969331388,340.62909443090956,32.3
44.2%,44199779,-440971.5705237817,85580.75438007957,298.62911077465037,341.4513858753965,32.3
44.4%,44399778,-440182.0131146703,85537.01132553304,298.4764719065261,340.1761533285323,32.3
44.6%,44599777,-441797.9584532827,85533.2184803182,298.4632369917136,339.7325905392571,32.3
44.8%,44799776,-441752.7433182574,85393.28825309785,297.9749585273789,340.9882809638795,32.3
45.0%,44999775,-441527.98926953087,85854.63399364322,299.58479790372826,340.0028337682177,32.4
45.2%,45199774,-441046.3088342077,86421.55426835542,301.56303353326643,339.0115523317912,32.4
45.4%,45399773,-439413.6257792576,85532.69056428876,298.46139485915023,340.53279540430395,32.4
45.6%,45599772,-440609.3595781401,85491.70040794427,298.3183620706648,341.9417085810602,32.4
45.8%,45799771,-442039.95991469035,85464.0479003971,298.22187023906883,339.7716324385998,32.4
46.0%,45999770,-442008.6527674543,85234.65657401958,297.42142242446675,339.27076220922913,32.4
46.2%,46199769,-441558.8167255102,86331.54343542687,301.2489459186824,341.5710262646554,32.4
46.4%,46399768,-441386.13677601796,85659.80165207735,298.90494167514726,339.78312319903694,32.4
46.6%,46599767,-440993.25989142666,85727.39472934115,299.1408038231737,340.6892378616471,32.4
46.8%,46799766,-441480.9656944778,85877.18764967844,299.66349758679723,340.4791623082685,32.4
47.0%,46999765,-440891.3109337082,84932.70430963271,296.36777739804205,339.63798660758675,32.4
47.2%,47199764,-440407.3393770554,85283.07038337045,297.5903596223261,341.01264098053355,32.4
47.4%,47399763,-441478.6431627171,84934.50191807793,296.3740500491235,339.66432539877997,32.4
47.6%,47599762,-442165.23030148726,84706.6442063367,295.5789536944194,339.37613071326973,32.4
47.8%,47799761,-439826.74317935016,84715.15711300069,295.60865899166276,341.26543234601615,32.4
48.0%,47999760,-441088.6801545834,85573.48009034758,298.6037275598153,340.465049765934,32.4
48.2%,48199759,-440451.4678032263,85380.17892813287,297.9292142933451,340.47882963475666,32.4
48.4%,48399758,-441292.7127248831,86307.00768532263,301.16332983257877,340.9931218540319,32.4
48.6%,48599757,-441593.88004231313,85930.42678420313,299.84927247878886,341.4022843782159,32.4
48.8%,48799756,-442342.17432472203,85246.92228453927,297.46422291450733,338.79812159929884,32.4
49.0%,48999755,-441979.48433167627,84980.65148378606,296.5350862992698,340.6735316375442,32.4
49.2%,49199754,-441267.00687756855,85281.17495067173,297.58374561914917,338.23943196793215,32.4
49.4%,49399753,-440610.69514707476,85469.08796256022,298.2394572455509,342.2067533530705,32.4
49.6%,49599752,-442467.9379176344,86052.42182544517,300.27496714517645,340.7796071617273,32.4
49.8%,49799751,-440727.2004931527,85133.25298566394,297.06758044633324,341.3118260080185,32.4
50.0%,49999750,-442989.18988636276,85934.43001984232,299.8632415388633,340.5029552921711,32.4
50.2%,50199749,-441270.05471835705,85910.77569258236,299.78070112698236,340.7216487754007,32.4
50.4%,50399748,-442092.01631967863,85749.19882828207,299.21688796995574,339.37048537407327,32.4
50.6%,50599747,-441687.34193641413,85112.3334470375,296.9945829217953,341.17056270060067,32.4
50.8%,50799746,-441977.5041952599,86632.57289222692,302.2993708612101,340.82840384012775,32.4
51.0%,50999745,-443356.18739719456,85547.12989289826,298.5117800642594,340.18807760004466,32.4
51.2%,51199744,-440999.827045416,85553.82006677269,298.5351250404696,342.3650911270637,32.4
51.4%,51399743,-442551.25532412436,85830.12612704703,299.49927911551913,340.8282253862592,32.4
51.6%,51599742,-441228.9292435348,84782.77655280416,295.8446131302523,340.0516133714406,32.4
51.8%,51799741,-441229.9477822818,85109.88048666914,296.986023457943,339.51843345009763,32.4
52.0%,51999740,-441061.009287355,85529.87677326245,298.45157629751014,340.74857622066133,32.4
52.2%,52199739,-442584.058083788,85737.64348609,299.17656626925896,338.56260980771646,32.4
52.4%,52399738,-439919.893892271,84744.87812249735,295.71236874161303,339.19384933192,32.4
52.6%,52599737,-442265.452874898,85376.93910221616,297.91790910750535,340.44174909912266,32.4
52.8%,52799736,-441736.16842371365,84846.31939706771,296.0663422236211,339.19000848595545,32.4
53.0%,52999735,-441443.26348098414,85948.6347470358,299.9128081158503,338.8037206607394,32.4
53.2%,53199734,-441859.2073170445,85675.03157570318,298.95808561600745,339.8506108506941,32.4
53.4%,53399733,-441440.44379813457,85466.49031631812,298.23039290867973,341.90842133722305,32.4
53.6%,53599732,-440004.3844840373,84663.76146507476,295.42931683992566,339.9406708610111,32.4
53.8%,53799731,-441372.2682443969,85181.28201874567,297.2351749895744,341.2218433057115,32.4
54.0%,53999730,-442057.4786668103,85197.89163099893,297.29313327439473,338.73106951727215,32.4
54.2%,54199729,-441245.8132241424,86010.53182103205,300.12879438870976,340.14857963505756,32.4
54.4%,54399728,-440789.63282977603,85330.23084357119,297.754923330551,341.50100546840207,32.4
54.6%,54599727,-441289.57524834806,84813.5230667952,295.9519013190405,340.50132037616646,32.4
54.8%,54799726,-441268.6449564961,86352.91882951022,301.32353412456825,340.0176715342884,32.4
55.0%,54999725,-441295.4523210246,85049.3651126441,296.77485854751194,340.0873263145834,32.4
55.2%,55199724,-440905.46917599114,85430.02121411194,298.10313607808195,341.07123671640585,32.4
55.4%,55399723,-441571.8951330534,85927.69794296898,299.8397503445531,339.3502972466092,32.4
55.6%,55599722,-442151.03904452315,86198.72541294614,300.78548508294216,339.52372596984077,32.4
55.8%,55799721,-442414.6843987629,85628.88892235653,298.7970734861483,339.4617162017437,32.4
56.0%,55999720,-441751.312348207,85637.3902632012,298.8267384251316,340.7401923531618,32.4
56.2%,56199719,-440655.7410145225,85822.36520331562,299.4721978193856,341.94068444543956,32.4
56.4%,56399718,-442121.96188293304,85990.60558256658,300.05926292784414,340.4009021590645,32.4
56.6%,56599717,-440953.27379091596,85466.36107508861,298.229941928857,341.10217054975095,32.4
56.8%,56799716,-441302.447947504,85733.1253082382,299.16080034800746,342.02711703411336,32.4
57.0%,56999715,-442319.26771677425,85171.77848926908,297.2020129711115,339.6447709525111,32.4
57.2%,57199714,-441170.75484342594,85061.25226824242,296.8163380919689,340.769030709587,32.4
57.4%,57399713,-440155.1296199402,85552.84699385776,298.53172955860674,341.521354510587,32.4
57.6%,57599712,-440215.06670437194,84483.2747042217,294.79951868857063,341.2934038686123,32.4
57.8%,57799711,-440873.8134565875,85232.48653536674,297.41385019963724,342.62666442001427,32.4
58.0%,57999710,-441028.59110664716,84784.63514718163,295.85109858823,339.8688774294729,32.4
58.2%,58199709,-442361.07753777737,85080.7059647229,296.88422064480835,340.0676188415817,32.4
58.4%,58399708,-442224.31845305907,85375.13217468606,297.91160393801425,340.3840983312739,32.4
58.6%,58599707,-440365.7875747024,85219.34166746377,297.3679819405695,340.5861753574508,32.4
58.8%,58799706,-441381.38466702215,84563.09813329868,295.0780579444689,340.5313928444115,32.4
59.0%,58999705,-440950.75801437907,85538.07169941545,298.4801720200842,341.28289310512855,32.4
59.2%,59199704,-440978.6005500355,85806.53471960191,299.41695825870636,339.4748656545151,32.4
59.4%,59399703,-441947.5779976966,85329.99984216399,297.7541172644522,340.14625351510557,32.4
59.6%,59599702,-442242.12544846954,85321.94690704276,297.7260170114011,340.0010751313065,32.4
59.8%,59799701,-442030.32756217895,85610.08726644027,298.7314661912835,339.2433843857631,32.4
60.0%,59999700,-441589.64990967466,85903.84753097128,299.7565257062793,340.45010320295495,32.4
60.2%,60199699,-441232.73877395457,85408.71949911973,298.0288049711388,338.1255212558187,32.4
60.4%,60399698,-441897.2018885794,85276.32923725952,297.56683678143395,340.75764596539733,32.4
